bit_count;stride;training_length;input;output;runtime
1;64;20;1;1;119279
1;64;20;0;1;135605
1;64;20;1;1;140508
1;64;20;0;1;108690
1;64;30;1;1;111584
1;64;30;1;1;116682
1;64;30;0;1;138656
1;64;30;0;1;116972
1;64;30;1;1;131842
1;64;30;1;1;139281
1;64;30;1;1;121336
1;64;30;1;1;135482
1;64;30;0;1;124567
1;64;30;1;1;123655
1;64;30;1;1;129558
1;64;30;1;1;128314
1;64;30;0;1;117000
1;64;30;0;1;144793
1;64;30;1;1;189891
1;64;30;1;1;145401
1;64;30;0;1;125558
1;64;30;1;1;132773
1;64;30;0;1;117003
1;64;30;1;1;135552
1;64;30;1;1;118208
1;64;30;0;1;123940
1;64;30;0;1;115110
1;64;30;0;1;124494
1;64;30;1;1;118485
1;64;30;1;1;138125
1;64;30;1;1;194433
1;64;30;1;1;141544
1;64;30;1;1;136726
1;64;30;1;1;134088
1;64;30;1;1;119710
1;64;30;0;1;110583
1;64;30;0;1;130720
1;64;30;1;1;111951
1;64;30;0;1;136466
1;64;30;0;1;128939
1;64;30;0;1;142635
1;64;30;1;1;132614
1;64;30;0;1;122262
1;64;30;0;1;169266
1;64;30;0;1;143839
1;64;30;1;1;127502
1;64;30;0;1;131429
1;64;30;0;1;131886
1;64;30;1;1;133080
1;64;30;0;1;240002
1;64;30;1;1;144135
1;64;30;0;1;120369
1;64;30;1;1;137105
1;64;30;0;1;152835
1;64;30;0;1;115426
1;64;30;1;1;134533
1;64;30;0;1;135276
1;64;30;0;1;153528
1;64;30;0;1;170568
1;64;30;0;1;128520
1;64;30;1;1;123007
1;64;30;0;1;182373
1;64;30;1;1;135639
1;64;30;1;1;146261
1;64;30;1;1;116783
1;64;30;0;1;132610
1;64;30;0;1;127312
1;64;30;1;1;121490
1;64;30;0;1;132565
1;64;30;1;1;165998
1;64;30;1;1;129589
1;64;30;1;1;135268
1;64;30;0;1;124151
1;64;30;1;1;116564
1;64;30;0;1;124678
1;64;30;0;1;133568
1;64;30;0;1;125529
1;64;30;0;1;124368
1;64;30;0;1;124131
1;64;30;1;1;122724
1;64;30;1;1;126910
1;64;30;0;1;136997
1;64;30;0;1;120146
1;64;30;1;1;123962
1;64;30;1;1;134872
1;64;30;0;1;123996
1;64;30;1;1;135071
1;64;30;1;1;123339
1;64;30;1;1;129793
1;64;30;1;1;119345
1;64;30;0;1;126837
1;64;30;1;1;138216
1;64;30;1;1;129790
1;64;30;1;1;195458
1;64;30;1;1;177480
1;64;30;1;1;135300
1;64;30;1;1;143755
1;64;30;0;1;152693
1;64;30;1;1;148368
1;64;30;0;1;136973
1;64;30;1;1;148890
1;64;30;0;1;175704
1;64;30;1;1;124023
1;64;30;0;1;123347
1;64;40;1;1;161137
1;64;40;1;1;130802
1;64;40;0;1;136161
1;64;40;0;1;149387
1;64;40;1;1;142285
1;64;40;1;1;144018
1;64;40;1;1;142390
1;64;40;1;1;155589
1;64;40;0;1;141670
1;64;40;1;1;137213
1;64;40;1;1;145238
1;64;40;1;1;133220
1;64;40;0;1;134476
1;64;40;0;1;144318
1;64;40;1;1;134706
1;64;40;1;1;136885
1;64;40;0;1;139688
1;64;40;1;1;136456
1;64;40;0;1;138869
1;64;40;1;1;651988
1;64;40;1;1;131264
1;64;40;0;1;142918
1;64;40;0;1;145776
1;64;40;0;1;142068
1;64;40;1;1;140857
1;64;40;1;1;135153
1;64;40;1;1;136283
1;64;40;1;1;146917
1;64;40;1;1;150364
1;64;40;1;1;131399
1;64;40;1;1;138642
1;64;40;0;1;136775
1;64;40;0;1;148910
1;64;40;1;1;146183
1;64;40;0;1;125217
1;64;40;0;1;137320
1;64;40;0;1;132579
1;64;40;1;1;140609
1;64;40;0;1;141679
1;64;40;0;1;127884
1;64;40;0;1;142163
1;64;40;1;1;133002
1;64;40;0;1;171854
1;64;40;0;1;143803
1;64;40;1;1;172711
1;64;40;0;1;151119
1;64;40;1;1;151729
1;64;40;0;1;145626
1;64;40;1;1;139431
1;64;40;0;1;145986
1;64;40;0;1;143017
1;64;40;1;1;151405
1;64;40;0;1;142517
1;64;40;0;1;209538
1;64;40;0;1;129295
1;64;40;0;1;133486
1;64;40;1;1;143528
1;64;40;0;1;150183
1;64;40;1;1;172809
1;64;40;1;1;137746
1;64;40;1;1;141798
1;64;40;0;1;148230
1;64;40;0;1;124579
1;64;40;1;1;128268
1;64;40;0;1;125366
1;64;40;1;1;142768
1;64;40;1;1;207982
1;64;40;1;1;159222
1;64;40;0;1;152489
1;64;40;1;1;242436
1;64;40;0;1;126819
1;64;40;0;1;124999
1;64;40;0;1;144696
1;64;40;0;1;127502
1;64;40;0;1;151311
1;64;40;1;1;145699
1;64;40;1;1;145358
1;64;40;0;0;165671
1;64;40;0;1;146264
1;64;40;1;1;131371
1;64;40;1;1;155038
1;64;40;0;1;136063
1;64;40;1;1;134823
1;64;40;1;1;124548
1;64;40;1;1;284984
1;64;40;1;1;146587
1;64;40;0;1;126400
1;64;40;1;1;144963
1;64;40;1;1;205133
1;64;40;1;1;142406
1;64;40;1;1;122306
1;64;40;1;1;130712
1;64;40;1;1;144223
1;64;40;0;1;153747
1;64;40;1;1;157740
1;64;40;0;1;130681
1;64;40;1;1;136494
1;64;40;0;1;136114
1;64;40;1;1;147192
1;64;40;0;1;120871
1;64;50;1;1;131365
1;64;50;1;1;163331
1;64;50;0;1;144910
1;64;50;0;1;131339
1;64;50;1;1;140023
1;64;50;1;1;182285
1;64;50;1;1;141906
1;64;50;1;1;129236
1;64;50;0;1;146636
1;64;50;1;1;129213
1;64;50;1;1;127665
1;64;50;1;1;137196
1;64;50;0;1;128822
1;64;50;0;1;122752
1;64;50;1;1;130536
1;64;50;1;1;132753
1;64;50;0;1;135707
1;64;50;1;1;127008
1;64;50;0;1;121851
1;64;50;1;1;130113
1;64;50;1;1;145292
1;64;50;0;1;125720
1;64;50;0;1;126443
1;64;50;0;1;123075
1;64;50;1;1;139284
1;64;50;1;1;122406
1;64;50;1;1;119030
1;64;50;1;1;129313
1;64;50;1;1;137645
1;64;50;1;1;118478
1;64;50;1;1;127300
1;64;50;0;1;122930
1;64;50;0;1;124760
1;64;50;1;1;124079
1;64;50;0;1;128378
1;64;50;0;1;115368
1;64;50;0;1;125097
1;64;50;1;1;119816
1;64;50;0;1;134185
1;64;50;0;1;116131
1;64;50;0;1;144133
1;64;50;1;1;130211
1;64;50;0;1;124132
1;64;50;0;1;130114
1;64;50;1;1;146916
1;64;50;0;1;145529
1;64;50;1;1;130360
1;64;50;0;1;128624
1;64;50;1;1;121014
1;64;50;0;1;139222
1;64;50;0;1;112164
1;64;50;1;1;118118
1;64;50;0;1;117364
1;64;50;0;1;125366
1;64;50;0;1;121163
1;64;50;0;1;127036
