n_b;n_a;stride;training_length;input;output;runtime
10;2;4096;20;11111010110110111001;11111111111111111111;345319
10;2;4096;20;11110001111001010110;11110001111001010110;335124
10;2;4096;20;10000111100000011001;10000111100000011001;339118
10;2;4096;20;00010101001011000111;00010101001011000111;332215
10;2;4096;20;10100000111100110000;10100000111100110000;342216
10;2;4096;20;00101111001011000010;00101111001011000010;325690
10;2;4096;20;11101001111000001110;11101001111000001110;330146
10;2;4096;20;00001110101101001001;00001110101101001001;520327
10;2;4096;20;11000110110011011101;11000110110011011101;465771
10;2;4096;20;10001000111010110101;10001000111010110101;335542
10;2;4096;20;11001001101000100101;00000000001000100101;353687
10;2;4096;20;10000000100101110011;10000000100101110011;335473
10;2;4096;20;01000100111101110111;01000100111101110111;340664
10;2;4096;20;11101011101110100101;11101011101110100101;527769
10;2;4096;20;10111010111001001000;10111010111001001000;339686
10;2;4096;20;10000110101000001010;10000110101000001010;320305
10;2;4096;20;00000101010111100111;00000101010111100111;337660
10;2;4096;20;01100000100001000110;01100000100001000110;330785
10;2;4096;20;10011000111110001000;10011000111110001000;528130
10;2;4096;20;00110100100011100100;00110100100011100100;337228
10;2;4096;20;01110100100110110111;01110100100110110111;393273
10;2;4096;20;11001000010001101000;11001000010001101000;539973
10;2;4096;20;00111011100000011100;00111011100000011100;330809
10;2;4096;20;01011010100110011010;01011010100110011010;335871
10;2;4096;20;11001011001001101101;11001011001001101101;343315
10;2;4096;20;00010110010001000110;00010110010001000110;317364
10;2;4096;20;10010101111101000100;10010101111101000100;342802
10;2;4096;20;10011101110011111001;10011101110011111001;327251
10;2;4096;20;10110000101110010010;10110000101110010010;344904
10;2;4096;20;10001110110101000101;10001110110101000101;330057
10;2;4096;20;10110100001111000110;11110111111111011111;347128
10;2;4096;20;10101100011111100111;10101100011111100111;341801
10;2;4096;20;10110100010111111100;00000000000111111100;572201
10;2;4096;20;01100111111000101010;11111111111111111111;345995
10;2;4096;20;11110111010010011001;11110111010010011001;325186
10;2;4096;20;10000111010110100010;10000111010110100010;345675
10;2;4096;20;11100101000010011110;11100101000010011110;330962
10;2;4096;20;00001111101000001000;00001111101000001000;328179
10;2;4096;20;10101010110101000110;10101010110101000110;341153
10;2;4096;20;01010110011000111111;01010110011000111111;531796
10;2;4096;20;10001010110111011010;00000000000000000000;333452
10;2;4096;20;10011110001101101001;10011110001101101001;322557
10;2;4096;20;11000001011111101111;11000001011111101111;340087
10;2;4096;20;01011010000000111001;01011010000000111001;329522
10;2;4096;20;10100010100000110010;10100010100000110010;331142
10;2;4096;20;01101000001011000010;00000000000011000010;634046
10;2;4096;20;00000110001000101011;00000110001000101011;347341
10;2;4096;20;11011111110010101000;11011111110010101000;340349
10;2;4096;20;10001010010101100001;10001010010101100001;576342
10;2;4096;20;00001101010100010111;00001101010100010111;324905
10;2;4096;20;11110101101110001111;11110101101110001111;338225
10;2;4096;20;10000110001010001010;10000110001010001010;343470
10;2;4096;20;11101001100100011101;11101001100100011101;560010
10;2;4096;20;10010000111001000000;10010000111001000000;327850
10;2;4096;20;00110011010010010100;00110011010010010100;343895
10;2;4096;20;10010100110110111110;00000000000000000000;340664
10;2;4096;20;10110011110000010000;10110011110000010000;333466
10;2;4096;20;00101100011101110110;00101100011101110110;341916
10;2;4096;20;10100011111111010011;10100011111111010011;421269
10;2;4096;20;01111100100011100001;01111100100011100001;331611
10;2;4096;20;01010111101010110010;01010111101010000010;693197
10;2;4096;20;11011110010001110000;11011110010001110000;584286
10;2;4096;20;10000000101000000011;10000000101000000011;348450
10;2;4096;20;00001010000101000011;00001010000101000011;337234
10;2;4096;20;10011110111000011100;10011110111000011100;338431
10;2;4096;20;10100110010011010111;10100110010011010111;328792
10;2;4096;20;11000010101111110001;11000010101111110001;353225
10;2;4096;20;10110001010000000101;10110001010000000101;328130
10;2;4096;20;10010101010101110011;10010101010101110011;337200
10;2;4096;20;10101110100101001110;10101110100101001110;332354
10;2;4096;20;11000000100010101111;11000000100010101111;411705
10;2;4096;20;01010000011101110001;01010000011101110001;334015
10;2;4096;20;10101101011001000001;10101101011001000001;330849
10;2;4096;20;01101101010000001011;01101101010000001011;836855
10;2;4096;20;11010110000100110111;11010110000100110111;333996
10;2;4096;20;00000000101000111011;00000000101000111011;495150
10;2;4096;20;10010110000010001110;11111111111111111111;335600
10;2;4096;20;11111110110010100001;11111110110010100001;339463
10;2;4096;20;10111100110100100000;10111100110100100000;1194406
10;2;4096;20;00111101101000000001;00111101101000000001;344752
10;2;4096;20;01001010010001001110;01001010010001001110;345483
10;2;4096;20;10110010111111001101;10110010111111001101;327834
10;2;4096;20;01011101010010010100;11111111111111111111;347462
10;3;4096;20;110011011010011100011001100111;110011011010011100011001100111;575257
10;3;4096;20;110011011010011100011001100111;110011011010011100011001100111;575186
10;3;4096;20;001111010001000111111111111010;000111010001000111111111111010;577441
10;3;4096;20;101000110110001101000100111010;101000110110001101000100111010;587860
10;3;4096;20;011110010000100011001111011101;011110010000100011001111011101;562131
10;3;4096;20;001000011010101101110100011011;001000011010101101110100011011;736626
10;3;4096;20;110001000110001011100110111101;110001000110001011100110111101;554021
10;3;4096;20;101111001110110100001111110101;101111001000110100001111110101;659487
10;3;4096;20;111101001000101001100001111000;111101001000101001100001111000;562905
10;3;4096;20;010111101001010111001000000011;010111101001010111001000000011;559052
10;3;4096;20;110101001001101001100001101111;110101001001101001100001101111;714650
10;3;4096;20;001101011101011001011010111111;001101011101011001011010111111;583194
10;3;4096;20;000000101100101001001011010000;000000101100101001001011010000;558754
10;3;4096;20;001111101111110111110110101010;110110110110110110110110110110;561775
10;3;4096;20;011010000101111000010000011011;000000000000000000010000011011;847463
10;3;4096;20;000111001111010110011011010101;000111001111010110011011010101;585394
10;3;4096;20;001100100010011111110101111100;001100100010011111110101111100;672528
10;3;4096;20;000011011111111010110110111001;000011011111111010110110111001;573812
10;3;4096;20;011111010011110001111001010110;011111010011110001111001010110;557017
10;3;4096;20;001010001110000111100000011001;001010001110000111100000011001;557465
10;3;4096;20;000111011000010101001011000111;000111011000010101001011000111;554346
10;3;4096;20;100010001110100000111100110000;100010001110100000111100110000;682126
10;3;4096;20;010001111100101111001011000010;010001111100101111001011000010;551364
10;3;4096;20;010010000111101001111000001110;010010000111101001111000001110;603388
10;3;4096;20;111101111100001110101101001001;111101111100001110101101001001;784810
10;3;4096;20;111000000011000110110011011101;111000000011000110110011011101;656292
10;3;4096;20;101001110110001000111010110101;110110110110110110110110110110;584203
10;3;4096;20;101000011111001001101000100101;101000011111001001101000100101;570250
10;3;4096;20;001000000010000000100101110011;001000000010000000100101110011;765642
10;3;4096;20;010101101001000100111101110111;010101101001000100111101110111;574960
10;3;4096;20;011001111111101011101110100101;011001111111101011101110100101;657593
10;3;4096;20;101100000010111010111001001000;101100000010111010111001001000;568858
10;3;4096;20;100001110110000110101000001010;100001110110000110101000001010;557760
10;3;4096;20;111101010100000101010111100111;111101010100000101010111100111;753720
10;3;4096;20;101110100101100000100001000110;101110100101100000100001000110;562715
10;3;4096;20;001100111110011000111110001000;001100111110011000111110001000;554644
10;3;4096;20;010000110100110100100011100100;010000110100110100100011100100;702043
10;3;4096;20;111111111001110100100110110111;111111111001110100100110110111;570771
10;3;4096;20;001010111111001000010001101000;001010111111001000010001101000;582610
10;3;4096;20;110001111000111011100000011100;110001111000111011100000011100;567621
10;3;4096;20;011010000001011010100110011010;011010000001011010100110011010;698618
10;3;4096;20;001101010011001011001001101101;001101010011001011001001101101;574240
10;3;4096;20;101001001100010110010001000110;101001001100010110010001000110;575003
10;3;4096;20;011010110010010101111101000100;011010110010010101111101000100;558492
10;3;4096;20;010100001110011101110011111001;010100001110011101110011111001;559220
10;3;4096;20;111011001110110000101110010010;111011001110110000101110010010;696497
10;3;4096;20;001101110110001110110101000101;001101110110001110110101000101;564569
10;3;4096;20;100101111110110100001111000110;100101111110110100001111000110;561900
10;3;4096;20;101100000010101100011111100111;101100000010101100011111100111;569528
10;3;4096;20;011100111110110100010111111100;011100111110110100010111111100;862672
10;3;4096;20;101101000001100111111000101010;101101000001100111111000101010;564864
10;3;4096;20;101001100011110111010010011001;101001100011110111010010011001;572639
10;3;4096;20;101010000010000111010110100010;101010000010000111010110100010;688279
10;3;4096;20;010111000011100101000010011110;010111000011100101000010011110;588431
10;3;4096;20;001001010000001111101000001000;110110110110110110110110110110;561908
10;3;4096;20;101011000110101010110101000110;101011000110101010110101000110;558745
10;3;4096;20;011101100001010110011000111111;011101100001010110011000111111;731272
10;3;4096;20;010000001010001010110111011010;010000001010001010110111011010;561203
10;3;4096;20;101111100110011110001101101001;101111100110011110001101101001;604208
10;3;4096;20;010100000011000001011111101111;010100000011000001011111101111;792479
10;3;4096;20;111001110001011010000000111001;111001110001011010000000111001;590571
10;3;4096;20;001011111110100010100000110010;001011111110100010100000110010;586390
10;3;4096;20;100000111001101000001011000010;100000111001101000001011000010;587324
10;3;4096;20;000111001000000110001000101011;000111001000000110001000101011;577123
10;3;4096;20;011000111011011111110010101000;011000111011011111110010101000;586443
10;3;4096;20;001010001110001010010101100001;001010001110001010010101100001;573449
10;3;4096;20;000010101100001101010100010111;000010101100001101010100010111;574946
10;3;4096;20;011111001011110101101110001111;011111001011110101101110001111;556029
10;3;4096;20;001100110110000110001010001010;001100110110000110001010001010;730982
10;3;4096;20;010000101111101001100100011101;010000101111101001100100011101;557033
10;3;4096;20;011000101010010000111001000000;011000101010010000111001000000;544817
10;3;4096;20;111011000000110011010010010100;111011000000110011010010010100;600547
10;3;4096;20;011011000010010100110110111110;011011000010010100110110111110;740670
10;3;4096;20;001011010110110011110000010000;001011010110110011110000010000;579452
10;3;4096;20;101011100000101100011101110110;101011100000101100011101110110;752795
10;3;4096;20;011001011110100011111111010011;011001011110100011111111010011;555367
10;3;4096;20;011110001101111100100011100001;011110001101111100100011100001;552468
10;3;4096;20;010010110001010111101010110010;010010110001010111101010110010;560265
10;3;4096;20;100001010011011110010001110000;100001010011011110010001110000;564767
10;3;4096;20;010010010110000000101000000011;010010010110000000101000000011;567444
10;3;4096;20;100010001100001010000101000011;100010001100001010000101000011;563975
10;3;4096;20;111111011110011110111000011100;111111011110011110111000011100;730116
10;3;4096;20;110001011110100110010011010111;110001011110100110010011010111;559905
10;3;4096;20;111110111111000010101111110001;111110111111000010101111110001;975135
10;3;4096;20;010000001010110001010000000101;010000001010110001010000000101;571557
10;3;4096;20;010101011010010101010101110011;010101011010010101010101110011;757976
10;3;4096;20;001000000010101110100101001110;001000000010101110100101001110;579936
10;3;4096;20;111001000111000000100010101111;000001000111000000100010101111;719643
10;3;4096;20;001010110001010000011101110001;001010110001010000011101110001;557033
10;3;4096;20;100111101110101101011001000001;100111101110101101011001000001;733155
10;3;4096;20;111100111101101101010000001011;111100111101101101010000001011;587142
10;3;4096;20;101001001011010110000100110111;101001001011010110000100110111;559293
10;3;4096;20;001101010000000000101000111011;001101010000000000101000111011;567834
10;3;4096;20;010100100110010110000010001110;010100100110010110000010001110;666728
10;3;4096;20;100111000011111110110010100001;100111000011111110110010100001;1006351
10;3;4096;20;001011000110111100110100100000;001011000110111100110100100000;720010
10;3;4096;20;010011100000111101101000000001;010011100000111101101000000001;581861
10;3;4096;20;101100100001001010010001001110;101100100001001010010001001110;575769
10;3;4096;20;011011101110110010111111001101;011011101110110010111111001101;579098
10;3;4096;20;110101000101011101010010010100;110101000101011101010010010100;578463
10;4;4096;20;0101000101110011011010011100011001100111;0101000101110011011010011100011001100111;1016696
10;4;4096;20;0101000101110011011010011100011001100111;0000000000000000000000001100011001100111;1523628
10;4;4096;20;1101010101001111010001000111111111111010;1101010101001111010001000111111111111010;1147611
10;4;4096;20;0101000100101000110110001101000100111010;0000000000000000000000000000000000000000;1009529
10;4;4096;20;1111001100011110010000100011001111011101;1111001100011110010000100011001111011101;1477381
10;4;4096;20;0110110000001000011010101101110100011011;0110110000001000011010101101110100011011;1197806
10;4;4096;20;1010110000110001000110001011100110111101;1010110000110001000110001011100110111101;1353587
10;4;4096;20;0110110110101111001110110100001111110101;0110110110101111001110110100001111110101;1262886
10;4;4096;20;0101011101111101001000101001100001111000;0101011101111101001000101001100001111000;1086129
10;4;4096;20;0111001001010111101001010111001000000011;0111001001010111101001010111001000000011;973057
10;4;4096;20;0000001000110101001001101001100001101111;0000001000110101001001101001100001101111;1017906
10;4;4096;20;0010101100001101011101011001011010111111;0010101100001101011101011001011010111111;1183766
10;4;4096;20;0011101111000000101100101001001011010000;0011101111000000101100101001001011010000;1270685
10;4;4096;20;0111110010001111101111110111110110101010;0111110010001111101111110111110110101010;1008757
10;4;4096;20;0000000101011010000101111000010000011011;0000000101011010000101111000010000011011;1038361
10;4;4096;20;0101000010000111001111010110011011010101;0101000010000111001111010110011011010101;952416
10;4;4096;20;1100001101001100100010011111110101111100;1100001101001100100010011111110101111100;1192799
10;4;4096;20;1001111100000011011111111010110110111001;1001111100000011011111111010110110111001;975923
10;4;4096;20;0000010011011111010011110001111001010110;0000010011011111010011110001111001010110;981045
10;4;4096;20;1100011100001010001110000111100000011001;1100011100001010001110000111100000011001;1254405
10;4;4096;20;1011100001000111011000010101001011000111;1011100001000111011000010101001011000111;1154227
10;4;4096;20;0110000001100010001110100000111100110000;0110000001100010001110100000111100110000;1167123
10;4;4096;20;0110110010010001111100101111001011000010;0110110010010001111100101111001011000010;1168199
10;4;4096;20;1001100010010010000111101001111000001110;1001100010010010000111101001111000001110;1186164
10;4;4096;20;1101110101111101111100001110101101001001;1101110101111101111100001110101101001001;979358
10;4;4096;20;1011000001111000000011000110110011011101;0110011001100110011001100110010001000110;993271
10;4;4096;20;1010001100101001110110001000111010110101;0000000000000000000000000000000000000000;1013773
10;4;4096;20;1000110000101000011111001001101000100101;1000110000101000011111001001101000100101;1151165
10;4;4096;20;1000110001001000000010000000100101110011;0000000000000000000000000000000000000000;998367
10;4;4096;20;0011111101010101101001000100111101110111;0011111101010101101001000100111101110111;995383
10;4;4096;20;0001110000011001111111101011101110100101;0001110000011001111111101011101110100101;1121939
10;4;4096;20;0110011101101100000010111010111001001000;0110011101101100000010111010111001001000;1186586
10;4;4096;20;1001110110100001110110000110101000001010;1001110110100001110110000110101000001010;1162122
10;4;4096;20;0010000110111101010100000101010111100111;0000000000000000000000000101010111100111;1221016
10;4;4096;20;1111001010101110100101100000100001000110;1111001010101110100101100000100001000110;973628
10;4;4096;20;1000001100001100111110011000111110001000;0110011001100110011001100110011001100110;981977
10;4;4096;20;0101110110010000110100110100100011100100;0101110110010000110100110100100011100100;975272
10;4;4096;20;0011110011111111111001110100100110110111;0011110011111111111001110100100110110111;1186434
10;4;4096;20;0100010001001010111111001000010001101000;0100010001001010111111001000010001101000;1162964
10;4;4096;20;1011000100110001111000111011100000011100;1011000100110001111000111011100000011100;1297837
10;4;4096;20;1000001101011010000001011010100110011010;1000001101011010000001011010100110011010;1540227
10;4;4096;20;1111101001001101010011001011001001101101;1111101001001101010011001011001001101101;1008966
10;4;4096;20;0110010000101001001100010110010001000110;0110010000101001001100010110010001000110;976079
10;4;4096;20;0101100011011010110010010101111101000100;0101100011011010110010010101111101000100;987175
10;4;4096;20;1001010101010100001110011101110011111001;1001010101010100001110011101110011111001;1177181
10;4;4096;20;1111111101111011001110110000101110010010;1111111101111011001110110000101110010010;1070801
10;4;4096;20;1111000001001101110110001110110101000101;1111000001001101110110001110110101000101;1006952
10;4;4096;20;0010101010100101111110110100001111000110;0010101010100101111110110100001111000110;1024212
10;4;4096;20;1011110011101100000010101100011111100111;1011110011101100000010101100011111100111;1165947
10;4;4096;20;1011010101011100111110110100010111111100;1011010101011100111110110000010111111100;1461413
10;4;4096;20;1011011110101101000001100111111000101010;1011011110101101000001100111111000101010;1280904
10;4;4096;20;1111101010101001100011110111010010011001;1111101010101001100011110111010010011001;1242207
10;4;4096;20;0001111110101010000010000111010110100010;0001111110101010000010000111010110100010;985569
10;4;4096;20;0000010010010111000011100101000010011110;0110011001100110011001100110011001100110;1149866
10;4;4096;20;1101010110001001010000001111101000001000;1101010110001001010000001111101000001000;989673
10;4;4096;20;1101001011101011000110101010110101000110;1101001011101011000110101010110101000110;1156855
10;4;4096;20;0010100011011101100001010110011000111111;0010100011011101100000000110011000111111;1095761
10;4;4096;20;1001111101010000001010001010110111011010;1001111101010000001010001010110111011010;994050
10;4;4096;20;1110001110101111100110011110001101101001;1110001110101111100110011110001101101001;992850
10;4;4096;20;0101010000010100000011000001011111101111;0110011001100110011001100110011001100110;1398468
10;4;4096;20;1000000010111001110001011010000000111001;0110011001100110011001100110011001100100;1008022
10;4;4096;20;1100000100001011111110100010100000110010;1100000100001011111110100010100000110010;1291228
10;4;4096;20;0100110100100000111001101000001011000010;0100110100100000111001101000001011000010;1171556
10;4;4096;20;0011111110000111001000000110001000101011;0011111110000111001000000110001000101011;994484
10;4;4096;20;0011010111011000111011011111110010101000;0011010111011000111011011111110010101000;987968
10;4;4096;20;0100011001001010001110001010010101100001;0100011001001010001110001010010101100001;1162268
10;4;4096;20;1111010111000010101100001101010100010111;0000000000000000000000001101010100010111;1229896
10;4;4096;20;1001010110011111001011110101101110001111;1001010110011111001011110101101110001111;1260008
10;4;4096;20;0000011100001100110110000110001010001010;0000011100001100110110000110001010001010;1000806
10;4;4096;20;0101110000010000101111101001100100011101;0101110000010000101111101001100100011101;1010902
10;4;4096;20;0000111101011000101010010000111001000000;0000111101011000101010010000111001000000;1181948
10;4;4096;20;0011101000111011000000110011010010010100;0011101000111011000000110011010010010100;1270224
10;4;4096;20;1010010011011011000010010100110110111110;1010010011011011000010010100110110111110;977957
10;4;4096;20;0000101010001011010110110011110000010000;0000101010001011010110110011110000010000;984704
10;4;4096;20;1101110110101011100000101100011101110110;1101110110101011100000101100011101110110;1169883
10;4;4096;20;1011110010011001011110100011111111010011;1011110010011001011110100011111111010011;1150394
10;4;4096;20;1011000101011110001101111100100011100001;1011000101011110001101111100100011100001;976069
10;4;4096;20;1010110111010010110001010111101010110010;1010110111010010110001010111101010110010;1008731
10;4;4096;20;0110111111100001010011011110010001110000;0110011001100110011001100110011001100110;991315
10;4;4096;20;0101101000010010010110000000101000000011;0101101000010010010110000000101000000011;1003967
10;4;4096;20;0001110001100010001100001010000101000011;0001110001100010001100001010000101000011;1187982
10;4;4096;20;0101111110111111011110011110111000011100;0101111110111111011110011110111000011100;1083580
10;4;4096;20;0111010000110001011110100110010011010111;0110011001000110011001100110011001100110;1070788
10;4;4096;20;0011010110111110111111000010101111110001;0011010110111110111111000010101111110001;997536
10;4;4096;20;0101101111010000001010110001010000000101;0101101111010000001010110001010000000101;1001952
10;4;4096;20;1011100100010101011010010101010101110011;1011100100010101011010010101010101110011;1025446
10;4;4096;20;1100100010001000000010101110100101001110;1100100010001000000010101110100101001110;3347502
10;4;4096;20;0101110001111001000111000000100010101111;0101110001111001000111000000100010101111;999628
10;4;4096;20;0010110111001010110001010000011101110001;0110011001100110011001100110011001100110;993824
10;4;4096;20;1000001010100111101110101101011001000001;1000001010100111101110101101011001000001;982558
10;4;4096;20;1011010101111100111101101101010000001011;1011010101111100111101101101010000001011;1154146
10;4;4096;20;0101010000101001001011010110000100110111;0101010000101001001011010110000100110111;1242673
10;4;4096;20;1101101111001101010000000000101000111011;1101101111001101010000000000101000111011;991972
10;4;4096;20;0111101001010100100110010110000010001110;0111101001010100100110010110000010001110;973438
10;4;4096;20;1001100010100111000011111110110010100001;1001100010100111000011111110110010100001;1155270
10;4;4096;20;0010000111001011000110111100110100100000;0010000111001011000110111100110100100000;1248136
10;4;4096;20;1111000101010011100000111101101000000001;1111000101010011100000111101101000000001;1182628
10;4;4096;20;0101011110101100100001001010010001001110;0101011110101100100001001010010001001110;1279115
10;4;4096;20;1000100110011011101110110010111111001101;1000100110011011101110110010111111001101;1137274
10;4;4096;20;1011000110110101000101011101010010010100;1011000110110101000101011101010010010100;1013480
10;5;4096;20;10111111110101000101110011011010011100011001100111;10111111110101000101110011011010011100011001100111;2154674
10;5;4096;20;10111111110101000101110011011010011100011001100111;00000000000000000000000000000000000000000000000000;2036272
10;5;4096;20;00110100101101010101001111010001000111111111111010;00110100101101010101001111010001000111111111111010;2254318
10;5;4096;20;00011111000101000100101000110110001101000100111010;00011111000101000100101000110110001101000100111010;2945124
10;5;4096;20;01000110011111001100011110010000100011001111011101;01000110011111001100011110010000100011001111011101;2011730
10;5;4096;20;00111100000110110000001000011010101101110100011011;00111100000110110000001000011010101101110100011011;1854446
10;5;4096;20;10011101011010110000110001000110001011100110111101;10011101011010110000110001000110001011100110111101;1999381
10;5;4096;20;10000110110110110110101111001110110100001111110101;10000110110110110110101111001110110100001111110101;1818105
10;5;4096;20;10110011010101011101111101001000101001100001111000;10110011010101011101111101001000101001100001111000;2155411
10;5;4096;20;00100111010111001001010111101001010111001000000011;00000111010111001001010111101001010111001000000011;1849516
10;5;4096;20;11110010010000001000110101001001101001100001101111;11110010010000001000110101001001101001100001101111;1894715
10;5;4096;20;01011001110010101100001101011101011001011010111111;11001110011100111001110011100111001110011100111001;2076974
10;5;4096;20;01111101110011101111000000101100101001001011010000;01111101110011101111000000101100101001001011010000;1880606
10;5;4096;20;00111110000111110010001111101111110111110110101010;00111110000111110010001111101111110111110110101010;2006717
10;5;4096;20;11101101000000000101011010000101111000010000011011;11101101000000000101011010000101111000010000011011;1854358
10;5;4096;20;10000100010101000010000111001111010110011011010101;11001110011100111001011011100111001110011100111001;2004388
10;5;4096;20;11100111111100001101001100100010011111110101111100;11100111111100001101001100100010011111110101111100;2490519
10;5;4096;20;01000011111001111100000011011111111010110110111001;01000011111001111100000011011111111010110110111001;1844575
10;5;4096;20;11001011100000010011011111010011110001111001010110;11001011100000010011011111010011110001111001010110;2010645
10;5;4096;20;01011101111100011100001010001110000111100000011001;01011101111100011100001010001110000111100000011001;2007183
10;5;4096;20;10111111011011100001000111011000010101001011000111;10111111011011100001000111011000010101001011000111;2303321
10;5;4096;20;11010011110110000001100010001110100000111100110000;11010011110110000001100010001110100000111100110000;2271456
10;5;4096;20;01101001110110110010010001111100101111001011000010;01101001110110110010010001111100101111001011000010;2024661
10;5;4096;20;00110111101001100010010010000111101001111000001110;00110111101001100010010010000111101001111000001110;1943931
10;5;4096;20;10101000011101110101111101111100001110101101001001;10101000011101110101111101111100001110101101001001;3799579
10;5;4096;20;11100110011011000001111000000011000110110011011101;11100110011011000001111000000011000110110011011101;1944145
