bit_count;stride;training_length;input;output;runtime
1;64;50;0;1;80141
1;64;50;0;1;78690
1;64;50;0;1;85699
1;64;50;1;1;86742
1;64;50;0;0;79851
1;64;50;0;1;75647
1;64;50;0;1;88210
1;64;50;1;1;81181
1;64;50;0;1;76829
1;64;50;0;0;79560
1;64;50;1;1;78645
1;64;50;0;1;88888
1;64;50;1;1;75681
1;64;50;0;1;77749
1;64;50;1;1;74664
1;64;50;0;0;75195
1;64;50;0;1;76431
1;64;50;1;1;75403
1;64;50;0;1;80133
1;64;50;0;1;76583
1;64;50;0;0;86037
1;64;50;0;1;125938
1;64;50;1;1;151586
1;64;50;0;1;159668
1;64;50;1;1;72423
1;64;50;1;1;74010
1;64;50;1;1;84371
1;64;50;0;1;76239
1;64;50;0;0;88289
1;64;50;1;1;74464
1;64;50;0;0;83379
1;64;50;1;1;77048
1;64;50;1;1;76738
1;64;50;1;1;79665
1;64;50;0;1;79838
1;64;50;1;1;78682
1;64;50;0;1;77524
1;64;50;0;1;72603
1;64;50;0;1;78289
1;64;50;0;0;74751
1;64;50;0;0;73218
1;64;50;1;1;84381
1;64;50;1;1;82785
1;64;50;0;0;81888
1;64;50;0;0;79746
1;64;50;1;1;72078
1;64;50;1;1;103854
1;64;50;0;1;81067
1;64;50;1;1;86497
1;64;50;1;1;76891
1;64;50;1;1;72969
1;64;50;1;1;85483
1;64;50;0;1;77963
1;64;50;1;1;82201
1;64;50;1;1;82140
1;64;50;1;1;77664
1;64;50;1;1;72262
1;64;50;1;1;87368
1;64;50;1;1;78068
1;64;50;0;0;96502
1;64;50;1;1;85354
1;64;50;0;0;93402
1;64;50;1;1;82273
1;64;50;0;0;90544
1;64;50;1;1;84595
1;64;50;0;0;79460
2;64;0;11;11;54262
2;64;0;11;11;45382
2;64;0;10;11;47631
2;64;0;10;11;51042
2;64;0;01;00;47377
2;64;0;11;11;46070
2;64;0;01;11;51757
2;64;0;01;11;45259
2;64;0;00;00;47018
2;64;0;11;11;52632
2;64;0;11;11;46334
2;64;0;11;11;50279
2;64;0;00;01;49753
2;64;0;10;10;68957
2;64;0;11;11;57281
2;64;0;01;11;59862
2;64;0;00;10;51214
2;64;0;01;11;45482
2;64;0;10;11;45802
2;64;0;01;11;44412
2;64;0;11;11;44694
2;64;0;00;01;51115
2;64;0;10;11;47914
2;64;0;10;11;45178
2;64;0;01;11;52307
2;64;0;01;11;49672
2;64;0;01;11;52275
2;64;0;01;11;44698
2;64;0;11;11;46667
2;64;0;11;11;51564
2;64;0;01;11;56751
2;64;0;00;00;50296
2;64;0;10;11;52438
2;64;0;11;11;45884
2;64;0;10;11;50800
2;64;0;00;00;48591
2;64;0;00;11;46130
2;64;0;11;11;44941
2;64;0;00;11;45914
2;64;0;00;10;45936
2;64;0;10;11;49807
2;64;0;01;01;62369
2;64;0;10;11;50399
2;64;0;00;11;52325
2;64;0;01;11;56086
2;64;0;10;11;51642
2;64;0;01;11;53842
2;64;0;10;10;51465
2;64;0;11;00;47429
2;64;0;00;10;46227
2;64;0;10;11;45388
2;64;0;01;11;51530
2;64;0;10;11;46995
2;64;0;10;11;51577
2;64;0;00;01;46923
2;64;0;10;11;48282
2;64;0;11;11;47229
2;64;0;10;11;46378
2;64;0;01;11;56929
2;64;0;11;11;49897
2;64;0;01;11;49881
2;64;0;10;11;46250
2;64;0;10;10;44699
2;64;0;11;11;52027
2;64;0;00;11;47679
2;64;0;01;11;51546
2;64;0;11;11;49109
2;64;0;11;11;51861
2;64;0;10;11;49759
2;64;0;01;11;47883
2;64;0;00;00;47526
2;64;0;00;10;50681
2;64;0;10;11;63828
2;64;0;00;10;56170
2;64;0;10;11;51823
