n_b;n_a;stride;training_length;input;output;runtime
1;1;4096;20;1;1;200829
1;1;4096;20;1;1;160079
1;1;4096;20;1;1;221436
1;1;4096;20;0;0;153736
1;1;4096;20;1;1;142306
1;1;4096;20;0;0;150089
1;1;4096;20;0;0;148915
1;1;4096;20;0;0;149308
1;1;4096;20;0;0;165239
1;1;4096;20;0;0;168625
1;1;4096;20;1;1;155126
1;1;4096;20;1;1;154815
1;1;4096;20;0;0;141750
1;1;4096;20;0;0;146236
1;1;4096;20;1;1;147543
1;1;4096;20;1;1;148492
1;1;4096;20;0;0;141844
1;1;4096;20;1;1;158839
1;1;4096;20;1;1;222248
1;1;4096;20;1;1;155109
1;1;4096;20;1;1;148594
1;1;4096;20;0;0;150103
1;1;4096;20;1;1;245779
1;1;4096;20;1;1;160502
1;1;4096;20;1;1;148003
1;1;4096;20;1;1;154448
1;1;4096;20;1;1;160405
1;1;4096;20;1;1;143103
1;1;4096;20;0;0;158910
1;1;4096;20;1;1;144551
1;1;4096;20;0;0;150485
1;1;4096;20;1;1;156808
1;1;4096;20;0;0;159042
1;1;4096;20;1;1;152711
1;1;4096;20;0;0;150993
2;1;4096;20;11;11;155743
2;1;4096;20;11;11;258416
2;1;4096;20;10;11;177233
2;1;4096;20;10;10;201399
2;1;4096;20;01;11;163861
2;1;4096;20;11;11;161367
2;1;4096;20;01;01;154145
2;1;4096;20;01;01;157141
2;1;4096;20;00;00;160046
2;1;4096;20;11;11;157801
2;1;4096;20;11;11;160823
2;1;4096;20;11;11;155060
2;1;4096;20;00;00;154854
2;1;4096;20;10;10;162618
2;1;4096;20;11;11;157746
2;1;4096;20;01;01;162108
2;1;4096;20;00;00;173293
2;1;4096;20;01;01;238684
2;1;4096;20;10;10;319362
2;1;4096;20;01;01;161062
2;1;4096;20;11;11;162706
2;1;4096;20;00;00;164760
2;1;4096;20;10;10;157895
2;1;4096;20;10;10;156201
2;1;4096;20;01;01;164669
2;1;4096;20;01;01;161644
2;1;4096;20;01;01;161842
2;1;4096;20;01;01;156513
2;1;4096;20;11;11;164666
2;1;4096;20;11;11;157299
2;1;4096;20;01;01;218917
2;1;4096;20;00;00;166584
2;1;4096;20;10;10;150835
2;1;4096;20;11;11;159802
2;1;4096;20;10;10;154139
2;1;4096;20;00;00;158755
2;1;4096;20;00;00;148652
2;1;4096;20;11;11;158900
2;1;4096;20;00;00;153593
2;1;4096;20;00;00;158873
2;1;4096;20;10;10;155238
2;1;4096;20;01;01;165420
2;1;4096;20;10;10;159993
2;1;4096;20;00;00;147541
2;1;4096;20;01;01;151283
2;1;4096;20;10;10;215676
2;1;4096;20;01;01;169312
2;1;4096;20;10;00;157246
2;1;4096;20;11;11;401276
2;1;4096;20;00;00;161660
2;1;4096;20;10;10;160042
2;1;4096;20;01;01;164026
2;1;4096;20;10;10;164206
2;1;4096;20;10;10;157258
2;1;4096;20;00;00;164518
2;1;4096;20;10;10;156964
2;1;4096;20;11;11;156506
2;1;4096;20;10;10;203276
2;1;4096;20;01;01;152016
2;1;4096;20;11;11;163277
2;1;4096;20;01;01;392147
2;1;4096;20;10;11;168805
2;1;4096;20;10;10;141983
2;1;4096;20;11;11;156146
2;1;4096;20;00;00;154748
2;1;4096;20;01;01;163758
2;1;4096;20;11;11;273548
2;1;4096;20;11;11;163183
2;1;4096;20;10;10;159931
2;1;4096;20;01;01;150053
2;1;4096;20;00;00;154785
2;1;4096;20;00;00;153330
2;1;4096;20;10;10;156903
2;1;4096;20;00;00;159842
2;1;4096;20;10;10;148249
2;1;4096;20;11;11;222551
2;1;4096;20;01;01;160179
2;1;4096;20;10;10;153446
2;1;4096;20;00;00;161242
2;1;4096;20;11;11;158771
2;1;4096;20;11;11;157448
2;1;4096;20;00;00;157486
2;1;4096;20;11;11;146864
2;1;4096;20;01;01;159493
2;1;4096;20;01;01;151436
2;1;4096;20;11;11;253668
2;1;4096;20;10;10;191049
2;1;4096;20;11;11;161026
2;1;4096;20;01;01;160784
2;1;4096;20;01;01;154900
2;1;4096;20;11;11;179039
2;1;4096;20;11;11;161629
2;1;4096;20;11;11;165356
2;1;4096;20;10;10;152122
2;1;4096;20;01;01;156272
2;1;4096;20;00;00;162162
2;1;4096;20;01;01;159985
2;1;4096;20;10;10;154077
2;1;4096;20;01;01;148111
2;1;4096;20;00;00;161571
3;1;4096;20;111;111;162856
3;1;4096;20;111;111;158267
3;1;4096;20;010;010;247687
3;1;4096;20;010;111;155804
3;1;4096;20;101;101;166156
3;1;4096;20;011;011;165516
3;1;4096;20;101;101;189504
3;1;4096;20;101;101;164522
3;1;4096;20;000;111;163270
3;1;4096;20;011;011;164327
3;1;4096;20;111;111;159035
3;1;4096;20;111;111;166037
3;1;4096;20;000;000;170646
3;1;4096;20;010;010;167940
3;1;4096;20;011;011;155336
3;1;4096;20;101;101;159397
3;1;4096;20;100;100;163006
3;1;4096;20;001;001;168472
3;1;4096;20;110;110;174537
3;1;4096;20;001;001;169319
3;1;4096;20;111;111;200920
3;1;4096;20;000;000;172487
3;1;4096;20;010;010;167847
3;1;4096;20;110;110;161111
3;1;4096;20;001;001;175179
3;1;4096;20;101;101;167425
3;1;4096;20;101;101;171822
3;1;4096;20;101;101;160221
3;1;4096;20;011;011;163388
3;1;4096;20;111;111;177082
3;1;4096;20;101;101;166276
3;1;4096;20;000;000;162149
3;1;4096;20;010;010;164335
3;1;4096;20;111;111;156493
3;1;4096;20;110;110;167811
3;1;4096;20;000;000;311803
3;1;4096;20;100;100;201644
3;1;4096;20;111;111;154591
3;1;4096;20;000;000;166229
3;1;4096;20;100;100;164290
3;1;4096;20;010;010;167591
3;1;4096;20;101;101;163164
3;1;4096;20;110;110;154575
3;1;4096;20;100;100;155901
3;1;4096;20;001;001;149961
3;1;4096;20;010;010;164506
3;1;4096;20;101;101;164411
3;1;4096;20;110;110;163203
3;1;4096;20;111;111;328112
3;1;4096;20;100;100;166029
3;1;4096;20;010;010;232009
3;1;4096;20;001;001;158989
3;1;4096;20;010;010;158206
3;1;4096;20;110;110;165813
3;1;4096;20;000;000;158828
3;1;4096;20;110;110;153342
3;1;4096;20;111;111;160114
3;1;4096;20;010;010;162874
3;1;4096;20;001;001;162142
3;1;4096;20;111;111;255966
3;1;4096;20;001;001;157380
3;1;4096;20;010;010;164383
3;1;4096;20;010;010;160235
3;1;4096;20;011;011;151995
3;1;4096;20;000;000;153326
3;1;4096;20;001;001;231744
3;1;4096;20;111;111;165781
3;1;4096;20;111;111;163332
3;1;4096;20;010;010;158725
3;1;4096;20;101;101;167639
3;1;4096;20;000;000;169444
3;1;4096;20;100;100;164444
3;1;4096;20;110;110;163742
3;1;4096;20;000;000;158400
3;1;4096;20;110;110;161736
3;1;4096;20;011;011;157849
3;1;4096;20;001;001;162761
3;1;4096;20;010;010;156982
3;1;4096;20;000;000;157488
3;1;4096;20;011;011;153430
3;1;4096;20;011;011;171706
3;1;4096;20;100;100;159011
3;1;4096;20;111;111;295836
3;1;4096;20;001;111;164284
3;1;4096;20;101;101;160124
3;1;4096;20;011;011;167162
3;1;4096;20;110;110;157042
3;1;4096;20;111;111;152237
3;1;4096;20;001;001;157321
3;1;4096;20;001;001;162794
3;1;4096;20;011;011;150634
3;1;4096;20;111;111;161310
3;1;4096;20;011;011;166590
3;1;4096;20;110;110;160875
3;1;4096;20;001;001;173203
3;1;4096;20;000;000;168040
3;1;4096;20;001;001;168633
3;1;4096;20;110;110;166130
3;1;4096;20;101;101;163558
3;1;4096;20;100;100;162039
4;1;4096;20;0111;0111;162962
4;1;4096;20;0111;0111;158206
4;1;4096;20;1010;1010;165630
4;1;4096;20;1010;1010;175266
4;1;4096;20;1101;1101;165493
4;1;4096;20;1011;1011;250027
4;1;4096;20;1101;1101;167457
4;1;4096;20;0101;0101;167076
4;1;4096;20;1000;1000;167704
4;1;4096;20;0011;0011;166925
4;1;4096;20;1111;1111;174130
4;1;4096;20;1111;1111;160312
4;1;4096;20;0000;0000;218982
4;1;4096;20;1010;1010;167401
4;1;4096;20;1011;1011;163770
4;1;4096;20;0101;0101;154620
4;1;4096;20;1100;1100;162646
4;1;4096;20;1001;1001;167451
4;1;4096;20;0110;0000;177170
4;1;4096;20;1001;1001;168397
4;1;4096;20;0111;0111;164948
4;1;4096;20;0000;0000;208466
4;1;4096;20;0010;0010;219873
4;1;4096;20;1110;1110;164693
4;1;4096;20;1001;0000;168958
4;1;4096;20;1101;1101;174488
4;1;4096;20;0101;0000;171016
4;1;4096;20;0101;0101;174003
4;1;4096;20;0011;0011;173450
4;1;4096;20;0111;0111;176993
4;1;4096;20;0101;0101;166645
4;1;4096;20;1000;1000;170834
4;1;4096;20;1010;1010;170189
4;1;4096;20;0111;0111;259560
4;1;4096;20;0110;0110;207173
4;1;4096;20;1000;1000;172077
4;1;4096;20;0100;0100;167165
4;1;4096;20;0111;0111;178752
4;1;4096;20;1000;1000;167893
4;1;4096;20;1100;1100;175498
4;1;4096;20;1010;1010;170130
4;1;4096;20;1101;1101;395484
4;1;4096;20;0110;0110;172222
4;1;4096;20;0100;0100;161270
4;1;4096;20;1001;1001;171950
4;1;4096;20;0010;0010;166405
4;1;4096;20;0101;0101;251699
4;1;4096;20;0110;0110;164075
4;1;4096;20;0111;0111;163870
4;1;4096;20;1100;1100;162200
4;1;4096;20;1010;1010;170196
4;1;4096;20;1001;1001;163241
4;1;4096;20;0010;0010;170477
4;1;4096;20;1110;1110;167568
4;1;4096;20;1000;1000;168772
4;1;4096;20;0110;0110;163596
4;1;4096;20;1111;1111;165305
4;1;4096;20;1010;1010;175714
4;1;4096;20;1001;1001;161985
4;1;4096;20;1111;1111;161775
4;1;4096;20;1001;1001;170769
4;1;4096;20;0010;0010;169000
4;1;4096;20;0010;0010;158816
4;1;4096;20;1011;1011;168688
4;1;4096;20;1000;1000;164995
4;1;4096;20;0001;0001;165930
4;1;4096;20;0111;0111;165222
4;1;4096;20;1111;1111;162107
4;1;4096;20;1010;1010;208598
4;1;4096;20;1101;1111;160635
4;1;4096;20;0000;0000;163758
4;1;4096;20;0100;0100;168932
4;1;4096;20;1110;1110;171337
4;1;4096;20;0000;0000;159346
4;1;4096;20;0110;0000;168311
4;1;4096;20;0011;0011;169305
4;1;4096;20;0001;0001;164686
4;1;4096;20;0010;0010;156676
4;1;4096;20;0000;0000;249904
4;1;4096;20;0011;0011;171147
4;1;4096;20;0011;0011;169215
4;1;4096;20;1100;1100;260539
4;1;4096;20;0111;0111;164996
4;1;4096;20;0001;0001;161464
4;1;4096;20;0101;0101;166366
4;1;4096;20;0011;0011;159340
4;1;4096;20;1110;1111;180384
4;1;4096;20;1111;1111;168674
4;1;4096;20;0001;0001;159701
4;1;4096;20;0001;0001;171698
4;1;4096;20;1011;1011;219748
4;1;4096;20;0111;1111;162051
4;1;4096;20;1011;1011;168980
4;1;4096;20;1110;1110;166165
4;1;4096;20;0001;0001;167923
4;1;4096;20;0000;0000;174423
4;1;4096;20;0001;0001;169618
4;1;4096;20;1110;1110;170380
4;1;4096;20;1101;1101;164683
4;1;4096;20;0100;0100;159503
5;1;4096;20;00111;00111;164881
5;1;4096;20;00111;00111;316068
5;1;4096;20;11010;11111;164139
5;1;4096;20;11010;00000;181187
5;1;4096;20;11101;11101;178486
5;1;4096;20;11011;11011;192719
5;1;4096;20;11101;11101;169967
5;1;4096;20;10101;10101;167670
5;1;4096;20;11000;11000;169073
5;1;4096;20;00011;00011;178445
5;1;4096;20;01111;01111;167951
5;1;4096;20;11111;11111;171362
5;1;4096;20;10000;10000;258580
5;1;4096;20;01010;11111;171494
5;1;4096;20;11011;11011;174397
5;1;4096;20;10101;10101;168779
5;1;4096;20;11100;11100;403174
5;1;4096;20;11001;11001;168261
5;1;4096;20;10110;10110;174001
5;1;4096;20;11001;11001;267474
5;1;4096;20;00111;00111;176243
5;1;4096;20;10000;10000;173191
5;1;4096;20;00010;00010;172742
5;1;4096;20;01110;01110;167723
5;1;4096;20;01001;01001;175170
5;1;4096;20;11101;11101;162491
5;1;4096;20;10101;10101;168730
5;1;4096;20;00101;00101;169464
5;1;4096;20;10011;10011;167540
5;1;4096;20;10111;10111;168569
5;1;4096;20;00101;00101;169991
5;1;4096;20;01000;01000;334731
5;1;4096;20;01010;01010;180945
5;1;4096;20;00111;00111;173277
5;1;4096;20;00110;00110;178035
5;1;4096;20;01000;01000;190655
5;1;4096;20;00100;00100;185279
5;1;4096;20;10111;10111;180638
5;1;4096;20;01000;01000;175677
5;1;4096;20;11100;11100;174810
5;1;4096;20;11010;11010;170584
5;1;4096;20;01101;01101;168865
5;1;4096;20;00110;00110;172627
5;1;4096;20;00100;00100;170279
5;1;4096;20;11001;11001;169005
5;1;4096;20;10010;10010;258681
5;1;4096;20;00101;00101;408152
5;1;4096;20;00110;00110;178107
5;1;4096;20;00111;00111;180527
5;1;4096;20;11100;11100;175512
5;1;4096;20;01010;11111;176559
5;1;4096;20;11001;11001;177537
5;1;4096;20;00010;00010;178259
5;1;4096;20;11110;11110;178178
5;1;4096;20;01000;01000;173333
5;1;4096;20;00110;00110;173144
5;1;4096;20;11111;11111;179804
5;1;4096;20;11010;11010;173923
5;1;4096;20;01001;01001;179401
5;1;4096;20;01111;01111;170562
5;1;4096;20;11001;11001;279888
5;1;4096;20;10010;10010;184408
5;1;4096;20;00010;00010;174488
5;1;4096;20;01011;00000;173428
5;1;4096;20;01000;01000;172357
5;1;4096;20;00001;00001;174670
5;1;4096;20;10111;10111;255820
5;1;4096;20;01111;01111;253311
5;1;4096;20;01010;11111;170219
5;1;4096;20;11101;11101;173469
5;1;4096;20;00000;00000;163162
5;1;4096;20;10100;10100;173479
5;1;4096;20;11110;11110;175313
5;1;4096;20;10000;10000;174106
5;1;4096;20;10110;10110;169933
5;1;4096;20;10011;00011;333684
5;1;4096;20;00001;00001;175359
5;1;4096;20;10010;10010;180687
5;1;4096;20;10000;10000;172573
5;1;4096;20;00011;00011;179458
5;1;4096;20;00011;00011;171903
5;1;4096;20;11100;11100;170324
5;1;4096;20;10111;10111;261181
5;1;4096;20;10001;10001;210031
5;1;4096;20;00101;00101;163828
5;1;4096;20;10011;10011;171718
5;1;4096;20;01110;01110;168668
5;1;4096;20;01111;01111;171883
5;1;4096;20;10001;10001;173584
5;1;4096;20;00001;00001;171336
5;1;4096;20;01011;01011;181645
5;1;4096;20;10111;10111;172551
5;1;4096;20;11011;11011;182255
5;1;4096;20;01110;01110;177570
5;1;4096;20;00001;00001;176187
5;1;4096;20;00000;11111;177693
5;1;4096;20;00001;00000;180961
5;1;4096;20;01110;01110;173467
5;1;4096;20;01101;01101;173848
5;1;4096;20;10100;10100;173350
6;1;4096;20;100111;100111;179309
6;1;4096;20;100111;100111;178376
6;1;4096;20;111010;111010;178812
6;1;4096;20;111010;000000;179823
6;1;4096;20;011101;000101;237280
6;1;4096;20;011011;011011;187372
6;1;4096;20;111101;111101;183358
6;1;4096;20;110101;110101;181407
6;1;4096;20;111000;111000;179379
6;1;4096;20;000011;000011;279142
6;1;4096;20;101111;111111;182195
6;1;4096;20;111111;111111;180454
6;1;4096;20;010000;010000;173983
6;1;4096;20;101010;000000;182140
6;1;4096;20;011011;011011;173624
6;1;4096;20;010101;010101;178302
6;1;4096;20;111100;111100;269233
6;1;4096;20;111001;111001;174838
6;1;4096;20;010110;000000;183450
6;1;4096;20;011001;111111;329244
6;1;4096;20;000111;000111;175785
6;1;4096;20;110000;110000;332950
6;1;4096;20;000010;000010;188076
6;1;4096;20;001110;000000;189168
6;1;4096;20;001001;001001;187932
6;1;4096;20;011101;011101;191428
6;1;4096;20;110101;110101;180339
6;1;4096;20;100101;000000;192452
6;1;4096;20;110011;110011;173959
6;1;4096;20;110111;110111;174292
6;1;4096;20;100101;100101;184733
6;1;4096;20;001000;001000;179761
6;1;4096;20;001010;001010;174409
6;1;4096;20;100111;111111;220757
6;1;4096;20;000110;000110;186034
6;1;4096;20;001000;001000;182671
6;1;4096;20;100100;100100;319035
6;1;4096;20;110111;110111;178201
6;1;4096;20;101000;101000;170007
6;1;4096;20;011100;011100;181433
6;1;4096;20;011010;011010;180652
6;1;4096;20;101101;101101;176880
6;1;4096;20;000110;000110;174476
6;1;4096;20;000100;000100;183571
6;1;4096;20;111001;111001;180433
6;1;4096;20;010010;010010;181061
6;1;4096;20;000101;000101;184247
6;1;4096;20;000110;000110;293069
6;1;4096;20;100111;100111;189586
6;1;4096;20;111100;111100;176377
6;1;4096;20;101010;101010;186827
6;1;4096;20;011001;011001;181892
6;1;4096;20;100010;100010;181297
6;1;4096;20;011110;011110;179276
6;1;4096;20;001000;001000;177670
6;1;4096;20;000110;000110;179931
6;1;4096;20;111111;111111;162473
6;1;4096;20;011010;011010;178269
6;1;4096;20;101001;101001;180081
6;1;4096;20;101111;101111;176390
6;1;4096;20;111001;111001;391736
6;1;4096;20;110010;110010;179329
6;1;4096;20;000010;000010;183696
6;1;4096;20;101011;101011;297840
6;1;4096;20;101000;101000;177865
6;1;4096;20;100001;100001;177479
6;1;4096;20;010111;000000;188621
6;1;4096;20;001111;001111;190684
6;1;4096;20;001010;000000;182770
6;1;4096;20;011101;011101;180392
6;1;4096;20;000000;000000;173717
6;1;4096;20;010100;010100;183163
6;1;4096;20;111110;111110;180862
6;1;4096;20;010000;010000;178641
6;1;4096;20;110110;110110;178296
6;1;4096;20;010011;010011;181727
6;1;4096;20;100001;100001;178482
6;1;4096;20;110010;110010;177150
6;1;4096;20;110000;000000;188727
6;1;4096;20;000011;000011;179665
6;1;4096;20;000011;000011;180246
6;1;4096;20;011100;011100;185441
6;1;4096;20;010111;010111;263450
6;1;4096;20;110001;111111;186371
6;1;4096;20;000101;000101;181015
6;1;4096;20;110011;110011;178957
6;1;4096;20;001110;001110;179014
6;1;4096;20;101111;101111;174179
6;1;4096;20;110001;110001;174470
6;1;4096;20;000001;000001;170162
6;1;4096;20;001011;001011;258020
6;1;4096;20;110111;110111;173592
6;1;4096;20;111011;111011;241225
6;1;4096;20;001110;001110;195915
6;1;4096;20;100001;100001;295784
6;1;4096;20;100000;100000;184426
6;1;4096;20;000001;000001;185183
6;1;4096;20;001110;001110;188485
6;1;4096;20;001101;001101;185312
6;1;4096;20;010100;010100;187666
7;1;4096;20;1100111;1100111;176723
7;1;4096;20;1100111;1100111;187984
7;1;4096;20;1111010;1111010;184326
7;1;4096;20;0111010;0111010;183512
7;1;4096;20;1011101;1011101;181927
7;1;4096;20;0011011;0011011;178784
7;1;4096;20;0111101;0111101;185770
7;1;4096;20;1110101;1110101;273334
7;1;4096;20;1111000;1111111;191559
7;1;4096;20;0000011;0000011;197165
7;1;4096;20;1101111;1101111;191408
7;1;4096;20;0111111;0111111;183411
7;1;4096;20;1010000;1010000;283263
7;1;4096;20;0101010;1111111;190882
7;1;4096;20;0011011;0011011;187337
7;1;4096;20;1010101;1010101;187571
7;1;4096;20;1111100;0000000;180997
7;1;4096;20;0111001;0111001;279358
7;1;4096;20;1010110;1010110;185296
7;1;4096;20;0011001;0011001;188463
7;1;4096;20;1000111;1000111;273435
7;1;4096;20;0110000;0110000;223908
7;1;4096;20;1000010;1000010;185637
7;1;4096;20;0001110;0001110;254957
7;1;4096;20;1001001;1001001;275707
7;1;4096;20;1011101;1011101;184392
7;1;4096;20;0110101;0110101;184097
7;1;4096;20;0100101;0100101;184756
7;1;4096;20;1110011;1110011;181929
7;1;4096;20;1110111;1110111;178217
7;1;4096;20;0100101;0100101;185072
7;1;4096;20;1001000;1001000;182950
7;1;4096;20;0001010;0001010;183514
7;1;4096;20;1100111;1100111;179521
7;1;4096;20;1000110;1000110;188011
7;1;4096;20;0001000;0001000;349574
7;1;4096;20;1100100;0000000;176160
7;1;4096;20;0110111;0110111;480382
7;1;4096;20;1101000;1101000;186625
7;1;4096;20;0011100;0011100;182696
7;1;4096;20;0011010;0011010;188942
7;1;4096;20;1101101;1101101;186244
7;1;4096;20;1000110;0000000;190932
7;1;4096;20;1000100;1000100;188562
7;1;4096;20;1111001;1111001;181748
7;1;4096;20;0010010;0010010;187079
7;1;4096;20;1000101;1000101;187537
7;1;4096;20;1000110;1000110;188427
7;1;4096;20;1100111;1100111;187287
7;1;4096;20;1111100;1111100;180614
7;1;4096;20;0101010;0101010;276505
7;1;4096;20;0011001;0011001;183399
7;1;4096;20;0100010;0100010;192304
7;1;4096;20;0011110;0011110;178257
7;1;4096;20;0001000;0001000;350727
7;1;4096;20;1000110;1000110;224605
7;1;4096;20;0111111;0111111;181091
7;1;4096;20;1011010;1011010;204209
7;1;4096;20;1101001;1101001;359894
7;1;4096;20;1101111;1101111;183172
7;1;4096;20;0111001;0111001;182520
7;1;4096;20;0110010;0110010;183402
7;1;4096;20;1000010;1000010;179898
7;1;4096;20;0101011;0101011;184604
7;1;4096;20;0101000;0101000;188559
7;1;4096;20;1100001;1100001;184189
7;1;4096;20;0010111;0010111;188136
7;1;4096;20;0001111;0001111;190295
7;1;4096;20;0001010;0001010;187910
7;1;4096;20;0011101;0011101;193786
7;1;4096;20;1000000;1000000;192243
7;1;4096;20;0010100;0010100;183403
7;1;4096;20;0111110;0111110;184694
7;1;4096;20;0010000;0010000;184771
7;1;4096;20;1110110;1110110;182147
7;1;4096;20;1010011;1010011;264822
7;1;4096;20;1100001;1100001;175474
7;1;4096;20;0110010;0110010;185346
7;1;4096;20;1110000;1110000;189657
7;1;4096;20;0000011;0000011;183512
7;1;4096;20;1000011;1000011;190349
7;1;4096;20;0011100;1111111;205279
7;1;4096;20;1010111;1010111;187858
7;1;4096;20;1110001;1111111;180277
7;1;4096;20;0000101;0000101;179708
7;1;4096;20;1110011;1110011;179442
7;1;4096;20;1001110;1001110;173697
7;1;4096;20;0101111;0101111;184333
7;1;4096;20;1110001;1110001;183399
7;1;4096;20;1000001;1000001;193744
7;1;4096;20;0001011;0001011;181305
7;1;4096;20;0110111;0110111;179046
7;1;4096;20;0111011;0111011;442659
7;1;4096;20;0001110;1111111;183603
7;1;4096;20;0100001;0100001;185935
7;1;4096;20;0100000;1111111;185229
7;1;4096;20;0000001;0000001;281736
7;1;4096;20;1001110;1001110;183054
7;1;4096;20;1001101;1001101;189185
7;1;4096;20;0010100;0010100;187410
8;1;4096;20;01100111;01100111;197415
8;1;4096;20;01100111;01100111;193052
8;1;4096;20;11111010;00000000;194140
8;1;4096;20;00111010;00111010;195039
8;1;4096;20;11011101;11011101;195180
8;1;4096;20;00011011;00011011;191096
8;1;4096;20;10111101;10111101;193812
8;1;4096;20;11110101;11110101;190145
8;1;4096;20;01111000;01111000;180537
8;1;4096;20;00000011;00000011;188043
8;1;4096;20;01101111;01101111;187967
8;1;4096;20;10111111;10111111;203292
8;1;4096;20;11010000;11010000;190535
8;1;4096;20;10101010;10101010;192463
8;1;4096;20;00011011;00011011;200837
8;1;4096;20;11010101;11010101;185013
8;1;4096;20;01111100;01111100;195260
8;1;4096;20;10111001;10111001;189278
8;1;4096;20;01010110;01010110;190151
8;1;4096;20;00011001;00011001;190795
8;1;4096;20;11000111;11000111;186190
8;1;4096;20;00110000;00110000;187307
8;1;4096;20;11000010;11000010;191823
8;1;4096;20;00001110;00001110;184398
8;1;4096;20;01001001;01001001;190719
8;1;4096;20;11011101;11011101;186262
8;1;4096;20;10110101;10110101;196941
8;1;4096;20;00100101;00100101;187846
8;1;4096;20;01110011;01110011;193619
8;1;4096;20;01110111;01110111;192551
8;1;4096;20;10100101;10100101;186385
8;1;4096;20;01001000;01001000;269931
8;1;4096;20;00001010;11111111;234298
8;1;4096;20;11100111;11100111;184459
8;1;4096;20;01000110;01000110;197241
8;1;4096;20;10001000;10001000;184909
8;1;4096;20;11100100;11100100;181606
8;1;4096;20;10110111;10110111;188176
8;1;4096;20;01101000;00000000;180376
8;1;4096;20;00011100;00011100;197096
8;1;4096;20;10011010;10011010;486734
8;1;4096;20;01101101;01101101;192257
8;1;4096;20;01000110;01000110;201803
8;1;4096;20;01000100;01000100;228459
8;1;4096;20;11111001;11111001;199281
8;1;4096;20;10010010;10010010;195079
8;1;4096;20;01000101;01000101;191112
8;1;4096;20;11000110;11000110;202126
8;1;4096;20;11100111;11100111;194850
8;1;4096;20;11111100;11111100;202494
8;1;4096;20;00101010;00101010;194383
8;1;4096;20;10011001;10011001;193760
8;1;4096;20;10100010;10100010;188957
8;1;4096;20;10011110;00000000;190016
8;1;4096;20;00001000;00001000;184491
8;1;4096;20;01000110;01000110;197448
8;1;4096;20;00111111;00111111;317526
8;1;4096;20;11011010;11011010;190074
8;1;4096;20;01101001;01101001;194266
8;1;4096;20;11101111;11101111;189982
8;1;4096;20;00111001;00111001;184469
8;1;4096;20;00110010;00110010;180579
8;1;4096;20;11000010;11000010;182746
8;1;4096;20;00101011;00101011;189998
8;1;4096;20;10101000;10101000;272397
8;1;4096;20;01100001;01100001;229217
8;1;4096;20;00010111;00010111;185982
8;1;4096;20;10001111;10001111;184622
8;1;4096;20;10001010;10001010;184735
8;1;4096;20;00011101;00011101;398551
8;1;4096;20;01000000;01000000;187771
8;1;4096;20;10010100;00000000;193714
8;1;4096;20;10111110;10111110;189074
8;1;4096;20;00010000;00010000;195864
8;1;4096;20;01110110;01110110;184666
8;1;4096;20;11010011;11010011;194857
8;1;4096;20;11100001;11100001;189320
8;1;4096;20;10110010;10110010;285164
8;1;4096;20;01110000;01111001;198316
8;1;4096;20;00000011;00000011;194626
8;1;4096;20;01000011;01000011;236142
8;1;4096;20;00011100;00000000;193532
8;1;4096;20;11010111;11010111;184136
8;1;4096;20;11110001;11110001;197186
8;1;4096;20;00000101;00000101;356737
8;1;4096;20;01110011;11111111;530829
8;1;4096;20;01001110;01001110;192630
