n_b;n_a;stride;training_length;input;output;runtime
8;1;4096;20;10101111;10101111;195539
8;1;4096;20;01110001;01110001;190266
8;1;4096;20;01000001;01000001;186955
8;1;4096;20;00001011;00001011;186649
8;1;4096;20;00110111;00110111;422449
8;1;4096;20;00111011;00111011;189931
8;1;4096;20;10001110;10001110;182282
8;1;4096;20;10100001;10100001;187301
8;1;4096;20;00100000;00100000;184819
8;1;4096;20;00000001;00000001;189011
8;1;4096;20;01001110;01001110;184721
8;1;4096;20;11001101;11001101;187890
8;1;4096;20;10010100;10010100;557380
9;1;4096;20;001100111;001100111;204484
9;1;4096;20;001100111;001100111;201454
9;1;4096;20;111111010;111111010;203367
9;1;4096;20;100111010;100111010;190926
9;1;4096;20;111011101;111011101;199987
9;1;4096;20;100011011;100011011;236540
9;1;4096;20;110111101;110111101;200072
9;1;4096;20;111110101;111110101;204703
9;1;4096;20;001111000;111111111;290384
9;1;4096;20;000000011;000000011;197044
9;1;4096;20;001101111;000000000;202853
9;1;4096;20;010111111;010111111;210659
9;1;4096;20;011010000;011010000;200774
9;1;4096;20;110101010;000001010;312166
9;1;4096;20;000011011;000011011;213852
9;1;4096;20;011010101;011010101;205372
9;1;4096;20;101111100;101111100;203455
9;1;4096;20;110111001;110111001;209622
9;1;4096;20;001010110;001010110;199536
9;1;4096;20;000011001;000011001;194005
9;1;4096;20;011000111;011000111;199585
9;1;4096;20;100110000;100110000;196291
9;1;4096;20;011000010;011000010;315079
9;1;4096;20;000001110;000001110;274359
9;1;4096;20;101001001;101001001;193500
9;1;4096;20;011011101;011011101;193800
9;1;4096;20;010110101;010110101;189270
9;1;4096;20;000100101;000100101;190589
9;1;4096;20;101110011;101110011;200645
9;1;4096;20;101110111;101110111;188350
9;1;4096;20;110100101;110100101;228408
9;1;4096;20;001001000;111111111;231918
9;1;4096;20;000001010;000001010;197329
9;1;4096;20;111100111;111100111;191818
9;1;4096;20;001000110;001000110;192213
9;1;4096;20;110001000;110001000;204958
9;1;4096;20;011100100;011100100;196630
9;1;4096;20;110110111;110110111;183732
9;1;4096;20;001101000;001101000;205222
9;1;4096;20;000011100;000011100;326781
9;1;4096;20;110011010;110011010;194789
9;1;4096;20;001101101;000000000;197809
9;1;4096;20;001000110;000000110;507697
9;1;4096;20;101000100;101000100;202378
9;1;4096;20;011111001;011111001;203463
9;1;4096;20;110010010;111111111;192273
9;1;4096;20;101000101;101000101;190297
9;1;4096;20;111000110;111000110;192273
9;1;4096;20;111100111;111100111;189947
9;1;4096;20;111111100;111111100;191703
9;1;4096;20;000101010;000101010;212716
9;1;4096;20;010011001;010011001;273461
9;1;4096;20;110100010;111111111;188178
9;1;4096;20;010011110;010011110;331806
9;1;4096;20;000001000;000001000;195021
9;1;4096;20;101000110;101000110;195468
9;1;4096;20;000111111;000111111;194345
9;1;4096;20;111011010;111011010;196143
9;1;4096;20;101101001;101101001;203868
9;1;4096;20;111101111;111101111;195375
9;1;4096;20;000111001;000111001;213826
9;1;4096;20;000110010;000110010;201903
9;1;4096;20;011000010;011000010;190133
9;1;4096;20;000101011;000101011;203253
9;1;4096;20;010101000;000001000;313090
9;1;4096;20;101100001;101100001;195418
9;1;4096;20;100010111;100010111;201534
9;1;4096;20;110001111;110001111;190924
9;1;4096;20;010001010;010001010;194036
9;1;4096;20;100011101;100011101;187977
9;1;4096;20;001000000;001000000;204498
9;1;4096;20;010010100;010010100;367789
9;1;4096;20;110111110;110111110;314332
9;1;4096;20;000010000;000010000;200595
9;1;4096;20;101110110;101110110;197972
9;1;4096;20;111010011;111010011;296682
9;1;4096;20;011100001;011100001;208133
9;1;4096;20;010110010;010110010;196887
9;1;4096;20;001110000;001110000;194833
9;1;4096;20;000000011;000000011;380835
9;1;4096;20;101000011;111111111;190595
9;1;4096;20;000011100;000011100;206337
9;1;4096;20;011010111;011010111;189797
9;1;4096;20;111110001;111110001;189957
9;1;4096;20;000000101;000000101;195641
9;1;4096;20;101110011;101110011;199138
9;1;4096;20;101001110;111111111;295745
9;1;4096;20;010101111;111111111;204859
9;1;4096;20;101110001;101110001;198111
9;1;4096;20;001000001;000000000;196076
9;1;4096;20;000001011;000001011;201405
9;1;4096;20;100110111;100110111;197730
9;1;4096;20;000111011;000111011;193552
9;1;4096;20;010001110;010001110;190044
9;1;4096;20;010100001;010100001;288195
9;1;4096;20;100100000;100100000;193563
9;1;4096;20;000000001;000000001;202553
9;1;4096;20;001001110;001001110;197928
9;1;4096;20;111001101;111001101;260333
9;1;4096;20;010010100;010010100;198539
10;1;4096;20;1001100111;1111111111;360452
10;1;4096;20;1001100111;1001100111;211096
10;1;4096;20;1111111010;1111111010;277998
10;1;4096;20;0100111010;0100111010;208298
10;1;4096;20;1111011101;1111011101;207284
10;1;4096;20;0100011011;0100011011;205204
10;1;4096;20;0110111101;0110111101;203988
10;1;4096;20;1111110101;1111110101;198944
10;1;4096;20;0001111000;0001111000;200032
10;1;4096;20;1000000011;1000000011;195347
10;1;4096;20;0001101111;0001101111;201474
10;1;4096;20;1010111111;0000000000;197236
10;1;4096;20;1011010000;1011010000;373083
10;1;4096;20;0110101010;0110101010;369706
10;1;4096;20;0000011011;0000011011;214244
10;1;4096;20;1011010101;1011010101;275107
10;1;4096;20;0101111100;0101111100;211211
10;1;4096;20;0110111001;0110111001;213648
10;1;4096;20;1001010110;1001010110;203184
10;1;4096;20;0000011001;0000011001;200784
10;1;4096;20;1011000111;1011000111;197696
10;1;4096;20;1100110000;1100110000;195035
10;1;4096;20;1011000010;1011000010;201524
10;1;4096;20;1000001110;1000001110;202836
10;1;4096;20;1101001001;1101001001;398262
10;1;4096;20;0011011101;0011011101;207076
10;1;4096;20;1010110101;1010110101;198573
10;1;4096;20;1000100101;1000100101;209346
10;1;4096;20;0101110011;0101110011;202696
10;1;4096;20;1101110111;0000000111;449272
10;1;4096;20;1110100101;1110100101;332930
10;1;4096;20;1001001000;1001001000;207798
10;1;4096;20;1000001010;1000001010;205839
10;1;4096;20;0111100111;0111100111;201212
10;1;4096;20;0001000110;0001000110;207941
10;1;4096;20;1110001000;1110001000;213013
10;1;4096;20;0011100100;0011100100;208926
10;1;4096;20;0110110111;0110110111;199991
10;1;4096;20;0001101000;0001101000;336305
10;1;4096;20;0000011100;1111111111;207973
10;1;4096;20;0110011010;0110011010;201682
10;1;4096;20;1001101101;1001101101;251552
10;1;4096;20;0001000110;0001000110;202541
10;1;4096;20;1101000100;1101000100;203467
10;1;4096;20;0011111001;0011111001;252240
10;1;4096;20;1110010010;1110010010;210973
10;1;4096;20;0101000101;0101000101;210543
10;1;4096;20;1111000110;1111000110;202568
10;1;4096;20;1111100111;0000000111;263882
10;1;4096;20;0111111100;0111111100;214001
10;1;4096;20;1000101010;1000101010;204377
10;1;4096;20;0010011001;0010011001;203451
10;1;4096;20;0110100010;0110100010;208934
10;1;4096;20;0010011110;0010011110;207265
10;1;4096;20;1000001000;1000001000;202634
10;1;4096;20;0101000110;0101000110;201206
10;1;4096;20;1000111111;1000111111;201788
10;1;4096;20;0111011010;0111011010;282507
10;1;4096;20;1101101001;0000001001;505896
10;1;4096;20;1111101111;1111101111;197280
10;1;4096;20;0000111001;0000111001;424869
10;1;4096;20;0000110010;0000110010;220870
10;1;4096;20;1011000010;1011000010;204867
10;1;4096;20;1000101011;1000101011;196925
10;1;4096;20;0010101000;0010101000;203197
10;1;4096;20;0101100001;0101100001;201891
10;1;4096;20;0100010111;0000000000;203051
10;1;4096;20;1110001111;1110001111;202239
10;1;4096;20;1010001010;1010001010;204012
10;1;4096;20;0100011101;0100011101;200806
10;1;4096;20;1001000000;1111111111;340020
10;1;4096;20;0010010100;0010010100;202385
10;1;4096;20;0110111110;0110111110;198619
10;1;4096;20;0000010000;0000010000;209576
10;1;4096;20;1101110110;1101010110;210465
10;1;4096;20;1111010011;1111010011;373605
10;1;4096;20;0011100001;0011100001;210737
10;1;4096;20;1010110010;1010110010;209896
10;1;4096;20;0001110000;0001110000;197764
10;1;4096;20;1000000011;1000000011;200511
10;1;4096;20;0101000011;0101000011;202537
10;1;4096;20;1000011100;1000011100;199418
10;1;4096;20;0011010111;0011010111;203725
10;1;4096;20;1111110001;1111110001;202553
10;1;4096;20;0000000101;0000000101;335796
10;1;4096;20;0101110011;0101110011;204177
10;1;4096;20;0101001110;0101001110;204889
10;1;4096;20;0010101111;0010101111;215003
10;1;4096;20;1101110001;1101110001;206950
10;1;4096;20;1001000001;1001000001;202966
10;1;4096;20;0000001011;0000001011;208792
10;1;4096;20;0100110111;0100110111;197262
10;1;4096;20;1000111011;1000111011;202190
10;1;4096;20;0010001110;0010001110;204157
10;1;4096;20;0010100001;0010100001;202622
10;1;4096;20;0100100000;0100100000;376730
10;1;4096;20;1000000001;1111111111;198841
10;1;4096;20;0001001110;0001001110;203408
10;1;4096;20;1111001101;1111001101;198656
10;1;4096;20;0010010100;0010010100;199088
11;1;4096;20;11001100111;11001100111;216937
11;1;4096;20;11001100111;11001100111;216983
11;1;4096;20;11111111010;11111111010;210896
11;1;4096;20;00100111010;00100111010;208769
11;1;4096;20;01111011101;01111011101;202618
11;1;4096;20;10100011011;10100011011;215601
11;1;4096;20;00110111101;00110111101;206628
11;1;4096;20;01111110101;01111110101;213388
11;1;4096;20;00001111000;00001111000;213400
11;1;4096;20;01000000011;00000000011;294255
11;1;4096;20;00001101111;00001101111;206041
11;1;4096;20;11010111111;11010111111;206450
11;1;4096;20;01011010000;01011010000;211147
11;1;4096;20;10110101010;10110101010;203875
11;1;4096;20;10000011011;10000011011;278945
11;1;4096;20;11011010101;11011010101;212313
11;1;4096;20;10101111100;10101111100;212654
11;1;4096;20;10110111001;10110111001;207520
11;1;4096;20;11001010110;11001010110;208453
11;1;4096;20;00000011001;00000011001;200949
11;1;4096;20;01011000111;00011000111;293588
11;1;4096;20;11100110000;11100110000;252480
11;1;4096;20;01011000010;01011000010;211304
11;1;4096;20;11000001110;11000001110;209030
11;1;4096;20;01101001001;01101001001;207826
11;1;4096;20;10011011101;10011011101;207812
11;1;4096;20;11010110101;11010110101;220376
11;1;4096;20;01000100101;01000100101;218266
11;1;4096;20;00101110011;00101110011;220878
11;1;4096;20;11101110111;11101110111;226097
11;1;4096;20;01110100101;01110100101;235317
11;1;4096;20;11001001000;11001001000;223940
11;1;4096;20;01000001010;01000001010;220650
11;1;4096;20;10111100111;10111100111;245315
11;1;4096;20;00001000110;00001000110;211276
11;1;4096;20;11110001000;11110001000;219647
11;1;4096;20;00011100100;00011100100;225167
11;1;4096;20;00110110111;00110110111;210622
11;1;4096;20;10001101000;10001101000;208798
11;1;4096;20;00000011100;00000011100;210622
11;1;4096;20;00110011010;00110011010;210354
11;1;4096;20;01001101101;01001101101;210962
11;1;4096;20;10001000110;10001000110;210124
11;1;4096;20;11101000100;11101000100;371820
11;1;4096;20;10011111001;11011111111;206016
11;1;4096;20;01110010010;11111111111;523071
11;1;4096;20;10101000101;10101000101;207293
11;1;4096;20;01111000110;01111000110;288749
11;1;4096;20;11111100111;11111100111;299377
11;1;4096;20;10111111100;10111111100;321708
11;1;4096;20;11000101010;11000101010;210590
11;1;4096;20;10010011001;10010011001;207721
11;1;4096;20;10110100010;10110100010;202781
11;1;4096;20;00010011110;00010011110;201159
11;1;4096;20;01000001000;01000001000;205146
11;1;4096;20;10101000110;10101000110;208290
11;1;4096;20;11000111111;11000111111;208759
11;1;4096;20;10111011010;10111011010;209377
11;1;4096;20;01101101001;01101101001;207536
11;1;4096;20;11111101111;11111101111;337768
11;1;4096;20;00000111001;00000111001;216432
11;1;4096;20;00000110010;00000010010;393502
11;1;4096;20;01011000010;01011000010;214650
11;1;4096;20;01000101011;01000101011;214382
11;1;4096;20;10010101000;10010101000;313572
11;1;4096;20;10101100001;10101100001;208453
11;1;4096;20;10100010111;00100010111;228049
11;1;4096;20;01110001111;00110001111;324338
11;1;4096;20;01010001010;01010001010;246542
11;1;4096;20;00100011101;00100011101;218167
11;1;4096;20;11001000000;11001000000;213915
11;1;4096;20;10010010100;10010010100;217988
11;1;4096;20;10110111110;10110111110;214231
11;1;4096;20;10000010000;10000010000;209601
11;1;4096;20;11101110110;11101110110;212958
11;1;4096;20;11111010011;11111010011;211058
11;1;4096;20;00011100001;00011100001;211575
11;1;4096;20;01010110010;01010110010;209014
11;1;4096;20;10001110000;10001110000;206097
11;1;4096;20;01000000011;01000000011;217984
11;1;4096;20;00101000011;00101000011;262597
11;1;4096;20;11000011100;11000011100;213002
11;1;4096;20;10011010111;10011010111;213987
11;1;4096;20;01111110001;01111110001;206721
11;1;4096;20;10000000101;10000000101;211376
11;1;4096;20;10101110011;10101110011;204369
11;1;4096;20;00101001110;00101001110;207915
11;1;4096;20;00010101111;00010101111;215345
11;1;4096;20;11101110001;11101110001;208409
11;1;4096;20;11001000001;11001000001;211409
11;1;4096;20;10000001011;10000001011;340777
11;1;4096;20;00100110111;00100110111;206793
11;1;4096;20;01000111011;11111111111;220388
11;1;4096;20;00010001110;00010001110;214693
11;1;4096;20;10010100001;10010100001;203904
11;1;4096;20;10100100000;10100100000;203526
11;1;4096;20;01000000001;01000000001;202428
11;1;4096;20;10001001110;10001001110;225865
11;1;4096;20;11111001101;11111001101;207022
11;1;4096;20;10010010100;10010010100;204379
12;1;4096;20;011001100111;011001100111;214981
12;1;4096;20;011001100111;011001100111;212324
12;1;4096;20;111111111010;000000011010;254808
12;1;4096;20;000100111010;000100111010;212717
12;1;4096;20;001111011101;001111011101;213160
12;1;4096;20;110100011011;010100011011;208940
12;1;4096;20;100110111101;100110111101;216119
12;1;4096;20;001111110101;001111110101;206177
12;1;4096;20;100001111000;100001111000;210545
12;1;4096;20;001000000011;001000000011;212905
12;1;4096;20;100001101111;100001101111;207990
12;1;4096;20;011010111111;011010111111;221378
12;1;4096;20;001011010000;001011010000;225745
12;1;4096;20;110110101010;110110101010;434281
12;1;4096;20;010000011011;010000011011;217374
12;1;4096;20;011011010101;011011010101;209156
12;1;4096;20;110101111100;000000001100;265243
12;1;4096;20;110110111001;110110111001;211222
12;1;4096;20;111001010110;111001010110;221672
12;1;4096;20;100000011001;000000011001;228109
12;1;4096;20;001011000111;001011000111;213942
12;1;4096;20;111100110000;111100110000;222141
12;1;4096;20;001011000010;001011000010;308398
12;1;4096;20;111000001110;011000001110;249953
12;1;4096;20;101101001001;101101001001;220662
12;1;4096;20;110011011101;110011011101;223517
12;1;4096;20;111010110101;111010110101;210713
12;1;4096;20;101000100101;101000100101;210029
12;1;4096;20;100101110011;100101110011;213503
12;1;4096;20;111101110111;011101110111;214522
12;1;4096;20;101110100101;101110100101;224755
12;1;4096;20;111001001000;111111111110;291263
12;1;4096;20;101000001010;101000001010;216210
12;1;4096;20;010111100111;010111100111;222706
12;1;4096;20;100001000110;100001000110;208538
12;1;4096;20;111110001000;111110001000;211718
12;1;4096;20;100011100100;100011100100;205730
12;1;4096;20;100110110111;100110110111;213283
12;1;4096;20;010001101000;010001101000;211827
12;1;4096;20;100000011100;100000011100;305521
12;1;4096;20;100110011010;100110011010;210826
12;1;4096;20;001001101101;001001101101;225219
12;1;4096;20;010001000110;000000000110;298826
12;1;4096;20;111101000100;111101000100;217373
12;1;4096;20;110011111001;110011111001;221225
12;1;4096;20;101110010010;101110010010;385061
12;1;4096;20;110101000101;110101000101;211316
12;1;4096;20;001111000110;001111000110;214870
12;1;4096;20;011111100111;011111100111;227093
12;1;4096;20;010111111100;010111111100;213434
12;1;4096;20;111000101010;111000101010;210176
12;1;4096;20;010010011001;010010011001;211060
12;1;4096;20;010110100010;010110100010;209658
12;1;4096;20;000010011110;000010011110;362879
12;1;4096;20;101000001000;101000001000;207112
12;1;4096;20;110101000110;111111111111;205964
12;1;4096;20;011000111111;011000111111;211768
12;1;4096;20;110111011010;110111011010;213531
12;1;4096;20;001101101001;001101101001;213059
12;1;4096;20;011111101111;011111101111;211832
12;1;4096;20;000000111001;000000111001;222967
12;1;4096;20;100000110010;100000110010;217392
12;1;4096;20;001011000010;001011000010;217466
12;1;4096;20;001000101011;001000101011;219406
12;1;4096;20;110010101000;110010101000;218722
12;1;4096;20;010101100001;010101100001;207367
12;1;4096;20;010100010111;010100010111;226524
12;1;4096;20;101110001111;000010001111;219131
12;1;4096;20;001010001010;001010001010;225600
12;1;4096;20;100100011101;100100011101;213715
12;1;4096;20;111001000000;111001000000;211602
12;1;4096;20;010010010100;010010010100;213631
12;1;4096;20;110110111110;110110111110;311721
12;1;4096;20;110000010000;110000010000;216946
12;1;4096;20;011101110110;000000000110;272144
12;1;4096;20;111111010011;111111010011;229968
12;1;4096;20;100011100001;100011100001;230371
12;1;4096;20;101010110010;101010110010;221409
12;1;4096;20;010001110000;010001110000;212724
12;1;4096;20;101000000011;101000000011;225705
12;1;4096;20;000101000011;000101000011;244512
12;1;4096;20;111000011100;011000011100;227557
12;1;4096;20;010011010111;010011010111;216738
12;1;4096;20;101111110001;101111110001;223551
12;1;4096;20;010000000101;010000000101;229225
12;1;4096;20;010101110011;010101110011;218519
12;1;4096;20;100101001110;000000000000;222020
12;1;4096;20;100010101111;000010101111;220389
12;1;4096;20;011101110001;011101110001;217434
12;1;4096;20;011001000001;011001000001;211471
12;1;4096;20;010000001011;010000001011;288052
12;1;4096;20;000100110111;000100110111;215348
12;1;4096;20;101000111011;101000111011;221994
12;1;4096;20;000010001110;000010001110;212702
12;1;4096;20;110010100001;110010100001;211701
12;1;4096;20;110100100000;110100100000;208054
12;1;4096;20;101000000001;101000000001;206362
12;1;4096;20;010001001110;010001001110;207909
12;1;4096;20;111111001101;111111001101;206039
12;1;4096;20;010010010100;010010010100;208080
13;1;4096;20;0011001100111;0001001100111;306205
13;1;4096;20;0011001100111;0011001100111;267859
13;1;4096;20;1111111111010;0011111111010;224389
13;1;4096;20;1000100111010;1000100111010;221088
13;1;4096;20;1001111011101;0000000000101;288942
13;1;4096;20;1110100011011;0010100011011;267821
13;1;4096;20;1100110111101;0100110111101;224816
13;1;4096;20;0001111110101;0001111110101;218125
13;1;4096;20;1100001111000;1100001111000;215819
13;1;4096;20;1001000000011;1001000000011;223149
13;1;4096;20;1100001101111;0100001101111;213563
13;1;4096;20;1011010111111;0011010111111;219593
13;1;4096;20;1001011010000;1001011010000;305273
13;1;4096;20;1110110101010;0110110101010;227589
13;1;4096;20;0010000011011;0010000011011;224164
13;1;4096;20;0011011010101;0011011010101;225858
13;1;4096;20;1110101111100;0110101111100;219347
13;1;4096;20;0110110111001;0110110111001;405316
13;1;4096;20;1111001010110;0000000000110;260204
13;1;4096;20;1100000011001;1100000011001;237264
13;1;4096;20;1001011000111;0001011000111;212212
13;1;4096;20;0111100110000;0111100110000;219890
13;1;4096;20;1001011000010;1001011000010;281460
13;1;4096;20;1111000001110;0111000001110;222100
13;1;4096;20;0101101001001;0101101001001;219763
13;1;4096;20;0110011011101;0110011011101;221516
13;1;4096;20;0111010110101;0111010110101;228218
13;1;4096;20;1101000100101;0101000100101;224291
13;1;4096;20;0100101110011;0100101110011;212914
13;1;4096;20;0111101110111;0111101110111;224333
13;1;4096;20;1101110100101;0101110100101;224815
13;1;4096;20;0111001001000;1111111111111;221475
13;1;4096;20;0101000001010;0101000001010;227212
13;1;4096;20;1010111100111;0010111100111;386738
13;1;4096;20;0100001000110;0100001000110;226126
13;1;4096;20;0111110001000;0111110001000;343826
13;1;4096;20;0100011100100;1111111111111;225854
13;1;4096;20;0100110110111;0100110110111;211686
13;1;4096;20;0010001101000;0010001101000;221283
13;1;4096;20;1100000011100;1100000011100;213589
13;1;4096;20;0100110011010;0100110011010;217481
13;1;4096;20;1001001101101;1001001101101;228479
13;1;4096;20;0010001000110;0010001000110;234994
13;1;4096;20;1111101000100;1111111111111;262782
13;1;4096;20;1110011111001;0110011111001;225978
13;1;4096;20;0101110010010;0101110010010;232755
13;1;4096;20;0110101000101;0110101000101;220038
13;1;4096;20;0001111000110;0001111000110;232071
13;1;4096;20;0011111100111;0011111100111;227549
13;1;4096;20;0010111111100;0010111111100;224826
13;1;4096;20;1111000101010;0011000101010;217071
13;1;4096;20;1010010011001;0010010011001;227051
13;1;4096;20;1010110100010;1010110100010;304180
13;1;4096;20;1000010011110;1111111111111;214102
13;1;4096;20;1101000001000;1101000001000;218318
13;1;4096;20;0110101000110;0110101000110;217698
13;1;4096;20;0011000111111;0011000111111;211882
13;1;4096;20;0110111011010;0110111011010;213995
13;1;4096;20;0001101101001;0001101101001;212809
13;1;4096;20;1011111101111;0011111101111;561943
13;1;4096;20;0000000111001;0000000111001;239824
13;1;4096;20;0100000110010;0000000010010;267813
13;1;4096;20;0001011000010;0001011000010;232424
13;1;4096;20;0001000101011;0001000101011;226229
13;1;4096;20;1110010101000;1110010101000;222762
13;1;4096;20;0010101100001;0010101100001;220132
13;1;4096;20;1010100010111;0010100010111;234624
13;1;4096;20;1101110001111;0001110001111;222341
13;1;4096;20;0001010001010;0001010001010;227020
13;1;4096;20;1100100011101;0100100011101;217263
13;1;4096;20;0111001000000;0000000000000;323156
13;1;4096;20;1010010010100;1010010010100;227932
13;1;4096;20;0110110111110;0110110111110;224983
13;1;4096;20;1110000010000;1110000010000;222457
13;1;4096;20;0011101110110;0011101110110;220329
13;1;4096;20;1111111010011;0111111010011;2285606
13;1;4096;20;0100011100001;0100011100001;225027
13;1;4096;20;1101010110010;1101010110010;312467
13;1;4096;20;0010001110000;0000000000000;216638
13;1;4096;20;0101000000011;0101000000011;222853
13;1;4096;20;0000101000011;0000101000011;221509
13;1;4096;20;0111000011100;0111000011100;219619
13;1;4096;20;0010011010111;0010011010111;217587
13;1;4096;20;0101111110001;0101111110001;215909
13;1;4096;20;1010000000101;1010000000101;307569
13;1;4096;20;1010101110011;0010101110011;214943
13;1;4096;20;0100101001110;0000000001110;347767
13;1;4096;20;0100010101111;0000010101111;216519
13;1;4096;20;0011101110001;0011101110001;219490
13;1;4096;20;1011001000001;1011001000001;243984
13;1;4096;20;1010000001011;1010000001011;222675
13;1;4096;20;0000100110111;0000100110111;224271
13;1;4096;20;0101000111011;0101000111011;217075
13;1;4096;20;0000010001110;0000010001110;386038
13;1;4096;20;0110010100001;1111111111111;222161
13;1;4096;20;0110100100000;0110100100000;234787
13;1;4096;20;1101000000001;1101000000001;221172
13;1;4096;20;0010001001110;0010001001110;220259
13;1;4096;20;0111111001101;0111111001101;217630
13;1;4096;20;1010010010100;1010010010100;216373
14;1;4096;20;00011001100111;00011001100111;523843
14;1;4096;20;00011001100111;00011001100111;228639
14;1;4096;20;11111111111010;00011111111010;221467
14;1;4096;20;01000100111010;01000100111010;241702
14;1;4096;20;11001111011101;00000000000000;240663
14;1;4096;20;01110100011011;00000100011011;223331
14;1;4096;20;11100110111101;00100110111101;274430
14;1;4096;20;00001111110101;00001111110101;233732
14;1;4096;20;01100001111000;01100001111000;231559
14;1;4096;20;11001000000011;01001000000011;220022
14;1;4096;20;01100001101111;00100001101111;232551
14;1;4096;20;01011010111111;00011010111111;229219
14;1;4096;20;01001011010000;01001011010000;228033
14;1;4096;20;11110110101010;00110110101010;224923
14;1;4096;20;00010000011011;00010000011011;229177
14;1;4096;20;10011011010101;00011011010101;247489
14;1;4096;20;11110101111100;00110101111100;234521
14;1;4096;20;10110110111001;00110110111001;225693
14;1;4096;20;01111001010110;00111001010110;227805
14;1;4096;20;11100000011001;01100000011001;237350
14;1;4096;20;01001011000111;00000011000111;237308
14;1;4096;20;00111100110000;00111100110000;226877
14;1;4096;20;11001011000010;01001011000010;374045
14;1;4096;20;01111000001110;00011000001110;235010
14;1;4096;20;10101101001001;00000000000000;238910
14;1;4096;20;10110011011101;00000000000000;225364
14;1;4096;20;00111010110101;00111010110101;241618
14;1;4096;20;01101000100101;00101000100101;238232
14;1;4096;20;00100101110011;00100101110011;222360
14;1;4096;20;00111101110111;00111101110111;232380
14;1;4096;20;11101110100101;00101110100101;339635
14;1;4096;20;10111001001000;00111001001000;222003
14;1;4096;20;10101000001010;00101000001010;393275
14;1;4096;20;01010111100111;00000000000000;224702
14;1;4096;20;00100001000110;00100001000110;225003
14;1;4096;20;00111110001000;00111110001000;215972
14;1;4096;20;00100011100100;00100011100100;218118
14;1;4096;20;00100110110111;00100110110111;221721
14;1;4096;20;00010001101000;00010001101000;220337
14;1;4096;20;11100000011100;01100000011100;222655
14;1;4096;20;10100110011010;00100110011010;216085
14;1;4096;20;11001001101101;00000000000000;224927
14;1;4096;20;10010001000110;00010001000110;390956
14;1;4096;20;01111101000100;01111101000100;218637
14;1;4096;20;01110011111001;00110011111001;236023
14;1;4096;20;00101110010010;00101110010010;222474
14;1;4096;20;10110101000101;00110101000101;300234
14;1;4096;20;00001111000110;00001111000110;316473
14;1;4096;20;00011111100111;11111111101111;235011
14;1;4096;20;00010111111100;00010111111100;229675
14;1;4096;20;11111000101010;00011000101010;227826
14;1;4096;20;11010010011001;01010010011001;232380
14;1;4096;20;11010110100010;01010110100010;234843
14;1;4096;20;01000010011110;01000010011110;231222
14;1;4096;20;11101000001000;01101000001000;222004
14;1;4096;20;10110101000110;00110101000110;316767
14;1;4096;20;10011000111111;11111110111111;222218
14;1;4096;20;10110111011010;00110111011010;216240
14;1;4096;20;10001101101001;00001101101001;219224
14;1;4096;20;01011111101111;00011111101111;225185
14;1;4096;20;10000000111001;00000000000000;299120
14;1;4096;20;10100000110010;00100000110010;230270
14;1;4096;20;00001011000010;00001011000010;231071
14;1;4096;20;10001000101011;00000000000000;269447
14;1;4096;20;11110010101000;00110010101000;225977
14;1;4096;20;10010101100001;11111111111111;237814
14;1;4096;20;01010100010111;00000100010111;245619
14;1;4096;20;01101110001111;00000110001111;241710
14;1;4096;20;10001010001010;00001010001010;238717
14;1;4096;20;01100100011101;00100100011101;240620
14;1;4096;20;00111001000000;00111001000000;232884
14;1;4096;20;11010010010100;01010010010100;236332
14;1;4096;20;00110110111110;00110110111110;235981
14;1;4096;20;11110000010000;01110000010000;236676
14;1;4096;20;00011101110110;00011101110110;397578
14;1;4096;20;11111111010011;11111111111111;439067
14;1;4096;20;00100011100001;00100011100001;230316
14;1;4096;20;11101010110010;00101010110010;219615
14;1;4096;20;10010001110000;00010001110000;227548
14;1;4096;20;00101000000011;00000000000011;252062
14;1;4096;20;10000101000011;11101111111111;291782
14;1;4096;20;10111000011100;00111000011100;227301
14;1;4096;20;10010011010111;00010011010111;228350
14;1;4096;20;10101111110001;00101111110001;221489
14;1;4096;20;01010000000101;01010000000101;227076
14;1;4096;20;01010101110011;00000000000000;359008
14;1;4096;20;10100101001110;00000000000000;226252
14;1;4096;20;00100010101111;00100010101111;225167
14;1;4096;20;00011101110001;00011101110001;227234
14;1;4096;20;01011001000001;01011001000001;238005
14;1;4096;20;01010000001011;01010000001011;237184
14;1;4096;20;10000100110111;00000100110111;235759
14;1;4096;20;00101000111011;00101000111011;221555
14;1;4096;20;10000010001110;00000010001110;224902
14;1;4096;20;10110010100001;00110010100001;476730
14;1;4096;20;00110100100000;00110100100000;225160
14;1;4096;20;01101000000001;01101000000001;226389
14;1;4096;20;10010001001110;00010001001110;226536
14;1;4096;20;10111111001101;00000000000000;224182
14;1;4096;20;01010010010100;01010010010100;218977
15;1;4096;20;100011001100111;000011001100111;219436
15;1;4096;20;100011001100111;000011001100111;225588
15;1;4096;20;111111111111010;000011111111010;280320
15;1;4096;20;101000100111010;001000100111010;221644
15;1;4096;20;011001111011101;000001111011101;224277
15;1;4096;20;101110100011011;000010100011011;229659
15;1;4096;20;011100110111101;000100110111101;233443
15;1;4096;20;100001111110101;000001111110101;283114
15;1;4096;20;001100001111000;001100001111000;235796
15;1;4096;20;111001000000011;001001000000011;219924
15;1;4096;20;001100001101111;000100001101111;223351
15;1;4096;20;001011010111111;000011010111111;222193
15;1;4096;20;001001011010000;001001011010000;219400
